ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3245757,tempérament égal {Fr.},平均律,,法,nan,2017-08-08
3245758,tempérament inégal {Fr.},不等分平均律,,法,nan,2017-08-08
3245759,tempérament {Fr.},调律法；音律,,法,nan,2017-08-08
3245760,temperamento equabile {It.},平均律,,义,nan,2017-08-08
3245761,temperamento inequabile {It.},不等分平均律,,义,nan,2017-08-08
3245762,temperamento {It.},调律法；音律,,义,nan,2017-08-08
3245763,Temperatur {Ger.},调律法；音律,,德,nan,2017-08-08
3245764,tempered scale,平均律音阶,,英,nan,2017-08-08
3245765,tempered tone,平均律音,,英,nan,2017-08-08
3245766,tempest,暴风雨,,英,nan,2017-08-08
3245767,tempestoso {It.},暴风雨似的,,义,nan,2017-08-08
3245768,temple block,中国木鱼,,英,nan,2017-08-08
3245769,tempo,速度,,义,nan,2017-08-08
3245770,tempo a piacere {It.},任意速度,,义,nan,2017-08-08
3245771,Tempo ad libitum {It.},自由速度,,义,nan,2017-08-08
3245772,tempo alla breve {It.},二二拍子,,义,nan,2017-08-08
3245773,Tempo Bezeichnung {Ger.},速度记号,,德,nan,2017-08-08
3245774,tempo comodo {It.},适意速度,,义,nan,2017-08-08
3245775,tempo debole {It.},弱拍,,义,nan,2017-08-08
3245776,tempo di ballo {It.},舞蹈速度,,义,nan,2017-08-08
3245777,tempo di Gavotte {It.},嘉禾舞曲速度,,义,nan,2017-08-08
3245778,tempo di Marcia {It.},进行曲速度,,义,nan,2017-08-08
3245779,tempo di minuetto {It.},小步舞曲速度,,义,nan,2017-08-08
3245780,tempo di polacca {It.},波兰舞曲速度｛义｝,,义,nan,2017-08-08
3245781,tempo di valse {It.},圆舞曲速度｛义｝,,义,nan,2017-08-08
3245782,tempo dispari {It.},奇数拍子,,义,nan,2017-08-08
3245783,tempo due-metà {It.},二二拍子,,义,nan,2017-08-08
3245784,tempo due-quarti {It.},二四拍子,,义,nan,2017-08-08
3245785,tempo giusto {It.},精确速度,,义,nan,2017-08-08
3245786,tempo mark,速度记号,,英,nan,2017-08-08
3245787,tempo ordinario {It.},适中速度,,义,nan,2017-08-08
3245788,tempo pari {It.},偶数拍子,,义,nan,2017-08-08
3245789,tempo primo {It.},初速度,,义,nan,2017-08-08
3245790,tempo quarttro-tre {It.},三四拍子,,义,nan,2017-08-08
3245791,tempo quattro-quarti {It.},四四拍子,,义,nan,2017-08-08
3245792,tempo rubato {It.},弹性速度；伸缩速度,,义,nan,2017-08-08
3245793,tempo tre-mezzi {It.},三二拍子,,义,nan,2017-08-08
3245794,tempo tre-quarti {It.},三四拍子,,义,nan,2017-08-08
3245795,tempo [misura] sei-ottavi {It.},六八拍子,,义,nan,2017-08-08
3245796,temporary modulation,临时转调,,英,nan,2017-08-08
3245797,temps binaire {Fr.},偶数拍子,,法,nan,2017-08-08
3245798,temps faible {Fr.},弱拍,,法,nan,2017-08-08
3245799,temps fort {Fr.},强拍,,法,nan,2017-08-08
3245800,temps musical {Fr.},音乐时间,,法,nan,2017-08-08
3245801,temps ternaire {Fr.},奇数拍子,,法,nan,2017-08-08
3245802,tempus imperfectum {Lat.},不完全节拍,,拉,nan,2017-08-08
3245803,tempus perfectum {Lat.},完全节拍,,拉,nan,2017-08-08
3245804,tempus {Lat.},速度｛拉｝,,拉,nan,2017-08-08
3245805,tendre {Fr.},柔和的,,法,nan,2017-08-08
3245806,tenebrae {Lat.},黑夜赞美诗,,拉,nan,2017-08-08
3245807,tenebroso {It.},黑暗的；阴沉的,,义,nan,2017-08-08
3245808,tenendo {It.},持续的,,义,nan,2017-08-08
3245809,teneramente {It.},温柔的,,义,nan,2017-08-08
3245810,tenerezza {It.},亲爱的；温柔的,,义,nan,2017-08-08
3245811,tenero {It.},柔软的,,义,nan,2017-08-08
3245812,teneroso {It.},柔软的,,义,nan,2017-08-08
3245813,tenor,次中音；男高音,,英,nan,2017-08-08
3245814,tenor baritone,高男中音,,英,nan,2017-08-08
3245815,tenor C,次中音C,,英,nan,2017-08-08
3245816,tenor chiave,次中音谱号,,义,nan,2017-08-08
3245817,ténor clé {Fr.},次中音谱号,,法,nan,2017-08-08
3245818,tenor clef,次中音谱号,,英,nan,2017-08-08
3245819,tenor drum,次中音鼓,,英,nan,2017-08-08
3245820,tenor horn,次中音号,,英,nan,2017-08-08
3245821,tenor mass,定旋律弥撒曲,,英,nan,2017-08-08
3245822,tenor part,次中音部,,英,nan,2017-08-08
3245823,tenor saxhorn,次中音萨氏号,,英,nan,2017-08-08
3245824,tenor stave,次中音谱表,,英,nan,2017-08-08
3245825,tenor trombone,次中音长号,,英,nan,2017-08-08
3245826,tenor voice,男高音声部；次中音声部,,英,nan,2017-08-08
3245827,Tenor-bass posaune {Ger.},次中音－低音长号,,德,nan,2017-08-08
3245828,tenor-bass trombone,次中音－低音长号,,英,nan,2017-08-08
3245829,Tenorbasshorn {Ger.},粗管上低音号,,德,nan,2017-08-08
3245830,Tenorfagott {Ger.},小低音管,,德,nan,2017-08-08
3245831,tenoroon,小低音管,,英,nan,2017-08-08
3245832,Tenorposaune {Ger.},次中音长号,,德,nan,2017-08-08
3245833,Tenorschlüssel {Ger.},次中音谱号,,德,nan,2017-08-08
3245834,tension note,紧张音,,英,nan,2017-08-08
3245835,tenso {Fr.},辩论诗歌,,法（普罗旺斯）,nan,2017-08-08
3245836,tenth,十度,,英,nan,2017-08-08
3245837,tenuto {It.},持音,,义,nan,2017-08-08
3245838,teoria della composizione {It.},作曲法,,义,nan,2017-08-08
3245839,tepido {It.},不太热烈的,,义,nan,2017-08-08
3245840,teponaztli,Ｈ形鼓,,英,nan,2017-08-08
3245841,ter sanctus {Lat.},三圣曲,,拉,nan,2017-08-08
3245842,terce,第三时课；午前祷,,英,nan,2017-08-08
3245843,terminatio {Lat.},结束句,,拉,nan,2017-08-08
3245844,termination,结束句,,英,nan,2017-08-08
3245845,terms of performance,演奏术语,,英,nan,2017-08-08
3245846,ternary,三段；三部分,,英,nan,2017-08-08
3245847,ternary form,三段体,,英,nan,2017-08-08
3245848,tertia {Lat.},第三时课；午前祷,,拉,nan,2017-08-08
3245849,tertian harmony,三度和声,,英,nan,2017-08-08
3245850,Terz {Ger.},三度,,德,nan,2017-08-08
3245851,terza aumentata {It.},增三度,,义,nan,2017-08-08
3245852,terza diminuita {It.},减三度,,义,nan,2017-08-08
3245853,terza maggiore {It.},大三度,,义,nan,2017-08-08
3245854,terza minore {It.},小三度,,义,nan,2017-08-08
3245855,terza piccarda {It.},皮卡第三度,,义,nan,2017-08-08
3245856,terza {It.},三度,,义,nan,2017-08-08
3245857,Terzbau {Ger.},三度构成,,德,nan,2017-08-08
3245858,Terzdezime {Ger.},十三度,,德,nan,2017-08-08
3245859,Terzdezimenakkord {Ger.},十三和弦,,德,nan,2017-08-08
3245860,Terzenaufbau {Ger.},三度构成,,德,nan,2017-08-08
3245861,Terzett {Ger.},三重奏；三重唱,,德,nan,2017-08-08
3245862,terzetto {It.},三重奏；三重唱,,义,nan,2017-08-08
3245863,terzina {It.},三连音；三连音符,,义,nan,2017-08-08
3245864,Terzkanon {Ger.},三度卡农,,德,nan,2017-08-08
3245865,Terzquartakkord {Ger.},三四和弦,,德,nan,2017-08-08
3245866,Terzverwandtschaft {Ger.},三度近系关系,,德,nan,2017-08-08
3245867,tessitura {It.},音域,,义,nan,2017-08-08
3245868,testa {It.},符头,,义,nan,2017-08-08
3245869,testo {It.},歌词,,义,nan,2017-08-08
3245870,Tête {Fr.},符头,,法,nan,2017-08-08
3245871,tetrachord,四音组,,英,nan,2017-08-08
3245872,tetrad false,假四音和弦,,英,nan,2017-08-08
3245873,tetrardus {Gr.},第四,,希,nan,2017-08-08
3245874,text,歌词,,英,nan,2017-08-08
3245875,Textbuch {Ger.},脚本；剧本,,德,nan,2017-08-08
3245876,texte {Fr.},歌词,,法,nan,2017-08-08
3245877,texture,织体；织度；结构形式,,英,nan,2017-08-08
3245878,The Beatles,披头四,,英,nan,2017-08-08
3245879,The Five,五人组（五人乐派）,,英,nan,2017-08-08
3245880,theater music,剧场音乐,,英,nan,2017-08-08
3245881,Theatermusik {Ger.},剧场音乐,,德,nan,2017-08-08
3245882,Theatische Kiataloge {Ger.},主题目录,,德,nan,2017-08-08
3245883,theatre organ,剧院管风琴,,英,nan,2017-08-08
3245884,Thema {Ger.},主题,,德,nan,2017-08-08
3245885,thematic development,主题发展,,英,nan,2017-08-08
3245886,thematic material,主题素材,,英,nan,2017-08-08
3245887,thematic transformation,主题变形,,英,nan,2017-08-08
3245888,Thematische Arbeit {Ger.},主题建构,,德,nan,2017-08-08
3245889,theme,主题,,英,nan,2017-08-08
3245890,theme and variations,主题变奏；主题变奏曲,,英,nan,2017-08-08
3245891,thème secondaire {Fr.},副主题,,法,nan,2017-08-08
3245892,theme song,主题曲,,英,nan,2017-08-08
3245893,thème {Fr.},主题,,法,nan,2017-08-08
3245894,theoebo,大鲁特琴（提欧伯）,,英,nan,2017-08-08
3245895,théorbe {Fr.},大鲁特琴,,法,nan,2017-08-08
3245896,théorie de la musique {Fr.},音乐理论,,法,nan,2017-08-08
3245897,Theorie der Gehörsempfindung {Ger.},听觉论,,德,nan,2017-08-08
3245898,Theorie der Musik {Ger.},音乐理论,,德,nan,2017-08-08
3245899,théorie des fonctions {Fr.},功能理论,,法,nan,2017-08-08
3245900,théorie téléphonique {Fr.},电话论,,法,nan,2017-08-08
3245901,théories de l'audition {Fr.},听觉论,,法,nan,2017-08-08
3245902,theories of hearing,听觉论,,英,nan,2017-08-08
3245903,theory of composition,作曲法,,英,nan,2017-08-08
3245904,theory of functions,功能理论,,英,nan,2017-08-08
3245905,theory of harmony,和声学,,英,nan,2017-08-08
3245906,Theremin,泰雷明｛电子乐器｝,,英,nan,2017-08-08
3245907,thesis {Gr.},下拍；强拍；起句,,希,nan,2017-08-08
3245908,third,三度,,英,nan,2017-08-08
3245909,third inversion,第三转位,,英,nan,2017-08-08
3245910,third line,第三线,,英,nan,2017-08-08
3245911,third octave,第三个八度,,英,nan,2017-08-08
3245912,third part,第三部,,英,nan,2017-08-08
3245913,third scale-step,第三音级,,英,nan,2017-08-08
3245914,third space,第三间,,英,nan,2017-08-08
3245915,third species,第三类｛对位｝,,英,nan,2017-08-08
3245916,third stream,第三潮流（二十世纪音乐）,,英,nan,2017-08-08
3245917,third-relationship,三度近系关系,,英,nan,2017-08-08
3245918,thirteenth,十三度,,英,nan,2017-08-08
3245919,thirteenth chord,十三和弦,,英,nan,2017-08-08
3245920,thirteenth chromatic,变化十三和弦（弦）,,英,nan,2017-08-08
3245921,thirteenth dominant,属十三和弦（弦）,,英,nan,2017-08-08
3245922,thirty-second note {Amer.},三十二分音符,,美,nan,2017-08-08
3245923,thirty-second rest {Amer.},三十二分休止符,,美,nan,2017-08-08
3245924,thirty-second-note rest {Amer.},三十二分休止符,,美,nan,2017-08-08
3245925,thirty-two foot stop,三十二呎音拴,,英,nan,2017-08-08
3245926,thoroughbass,持续低音；数字低音,,英,nan,2017-08-08
3245927,three accented octave,三点八度｛音域｝,,英,nan,2017-08-08
3245928,three notes to one,三对一,,英,nan,2017-08-08
3245929,three parts,三声部,,英,nan,2017-08-08
3245930,three stringed double-bass,三弦低音提琴,,英,nan,2017-08-08
3245931,three voices,三声部,,英,nan,2017-08-08
3245932,three-bar rhythm,三小节乐句,,英,nan,2017-08-08
3245933,three-bar sentence,三小节乐句,,英,nan,2017-08-08
3245934,Three-four meter [time],三四拍子,,英,nan,2017-08-08
3245935,three-line octave,三点八度｛音域｝,,英,nan,2017-08-08
3245936,three-movement form,三乐章曲式,,英,nan,2017-08-08
3245937,three-part canon,三部卡农,,英,nan,2017-08-08
3245938,three-part counterpoint,三部对位,,英,nan,2017-08-08
3245939,three-part form,三段式,,英,nan,2017-08-08
3245940,three-part fugue,三部复格,,英,nan,2017-08-08
3245941,three-part harmony,三部和声,,英,nan,2017-08-08
3245942,three-part song,三段式歌曲,,英,nan,2017-08-08
3245943,three-two meter,三二拍子,,英,nan,2017-08-08
3245944,three-two time,三二拍子,,英,nan,2017-08-08
3245945,threnody,挽歌,,英,nan,2017-08-08
3245946,thrice-accented octave,三点八度｛音域｝,,英,nan,2017-08-08
3245947,throaty voice,喉音,,英,nan,2017-08-08
3245948,through-composed,贯穿式的,,英,nan,2017-08-08
3245949,through-composed song,贯穿式歌曲；应词歌,,英,nan,2017-08-08
3245950,through-imitation,完全模仿,,英,nan,2017-08-08
3245951,thumb position,拇指把位,,英,nan,2017-08-08
3245952,thunder machine,雷声器,,英,nan,2017-08-08
3245953,thunder stick,牛吼器,,英,nan,2017-08-08
3245954,tibia {Lat.},提比亚笛；提比亚管；提比亚音栓,,拉,nan,2017-08-08
3245955,Tie,连结线,,英,nan,2017-08-08
3245956,tied notes,连结音,,英,nan,2017-08-08
3245957,tief {Ger.},低的；深的,,德,nan,2017-08-08
3245958,tiento {Sp.},恬多曲,,西,nan,2017-08-08
3245959,tiepido {It.},不太热烈的,,义,nan,2017-08-08
3245960,tierce augmentée {Fr.},增三度,,法,nan,2017-08-08
3245961,tierce de Picardie {Fr.},皮卡第三度,,法,nan,2017-08-08
3245962,tierce diminuée {Fr.},减三度,,法,nan,2017-08-08
3245963,tierce majeure {Fr.},大三度,,法,nan,2017-08-08
3245964,tierce mineure {Fr.},小三度,,法,nan,2017-08-08
3245965,tierce picardie,皮卡地三度,,英,nan,2017-08-08
3245966,tierce {Fr.},三度,,法,nan,2017-08-08
3245967,timbales {Sp.}{Fr.},锅形鼓；定音鼓,,英．西．法,nan,2017-08-08
3245968,timballo {It.},锅形鼓｛古用法｝,,义,nan,2017-08-08
3245969,timbre {Fr.},音色,,法˙英,nan,2017-08-08
3245970,timbrel,古铃鼓,,nan,nan,2017-08-08
3245971,timbro {It.},音色,,义,nan,2017-08-08
3245972,time,节拍；时值；速度,,英,nan,2017-08-08
3245973,time error,时间误差,,英,nan,2017-08-08
3245974,time perception,时间知觉,,英,nan,2017-08-08
3245975,time signature,拍子记号,,英,nan,2017-08-08
3245976,time value,时值,,英,nan,2017-08-08
3245977,time-beating,击拍子,,英,nan,2017-08-08
3245978,time-counting,数拍子,,英,nan,2017-08-08
3245979,timido {It.}{Sp.},害羞的；胆怯的,,义˙西,nan,2017-08-08
3245980,timoroso {It.},畏缩的；害怕的；不安的,,义,nan,2017-08-08
3245981,timpan,汀邦琴,,英,nan,2017-08-08
3245982,timpani a pedale {It.},踏瓣定音鼓,,义,nan,2017-08-08
3245983,timpani coperti {It.},蒙布奏法,,义,nan,2017-08-08
3245984,timpani {It.},锅形鼓；定音鼓,,义,nan,2017-08-08
3245985,timpano {It.},定音鼓,,义,nan,2017-08-08
3245986,Tin Pan Alley,锡锅街,,英,nan,2017-08-08
3245987,tin whistle,高音哨笛；锡哨笛,,英,nan,2017-08-08
3245988,Tingkling {Ph.},竹竿舞,,菲律宾,nan,2017-08-08
3245989,tiorba {It.},大鲁特琴　,,义,nan,2017-08-08
3245990,tiorba {Sp.},大鲁特琴　,,西,nan,2017-08-08
3245991,tipofono {It.},音叉琴,,义,nan,2017-08-08
3245992,tira tutti {It.},全部拉出｛音栓｝,,义,nan,2017-08-08
3245993,tirade {Fr.},过渡音群,,法,nan,2017-08-08
3245994,tirando {It.},减慢速度,,义,nan,2017-08-08
3245995,tirando {Sp.},挑弦法,,西,nan,2017-08-08
3245996,tirare {It.},拉；下弓,,义,nan,2017-08-08
3245997,tirata {It.},过渡音群,,义,nan,2017-08-08
3245998,tiré {Fr.},下弓,,法,nan,2017-08-08
3245999,tirer {Fr.},拉；下弓,,法,nan,2017-08-08
3246000,tobend {Ger.},狂怒的；狂暴的,,德,nan,2017-08-08
3246001,toccata {It.},触技曲,,义,nan,2017-08-08
3246002,toccatina {It.},小触技曲,,义,nan,2017-08-08
3246003,tom-tom,筒状鼓,,英,nan,2017-08-08
3246004,ton d' opéra {Fr.},歌剧音高,,法,nan,2017-08-08
3246005,ton de chambre {Fr.},室内音高,,法,nan,2017-08-08
3246006,ton de choeur {Fr.},歌队音高；合唱团音高,,法,nan,2017-08-08
3246007,ton de même basse {Fr.},平行调(同主音调),,法,nan,2017-08-08
3246008,ton éloigné {Fr.},远系调,,法,nan,2017-08-08
3246009,ton entier {Fr.},全音,,法,nan,2017-08-08
3246010,ton majeur {Fr.},大全音,,法,nan,2017-08-08
3246011,ton mineur {Fr.},小全音,,法,nan,2017-08-08
3246012,ton principal {Fr.},主调,,法,nan,2017-08-08
3246013,ton relatif {Fr.},关系调,,法,nan,2017-08-08
3246014,ton {Fr.},调,,法,nan,2017-08-08
3246015,Ton {Ger.},乐音,,德,nan,2017-08-08
3246016,Tonada,多纳达舞曲,,西,nan,2017-08-08
3246017,Tonadilla,多纳第雅小歌剧；多纳第雅小歌曲,,西,nan,2017-08-08
3246018,tonal answer,主调答句,,英,nan,2017-08-08
3246019,tonal fugue,主调复格,,英,nan,2017-08-08
3246020,tonal fusion,音融合,,英,nan,2017-08-08
3246021,tonal gap,音隙,,英,nan,2017-08-08
3246022,tonal island,音岛,,英,nan,2017-08-08
3246023,tonal penta-scale,主调五声音阶,,英,nan,2017-08-08
3246024,tonal sequence,主调模进,,英,nan,2017-08-08
3246025,Tonale Antwort {Ger.},主调答句,,德,nan,2017-08-08
3246026,tonalfuge {Ger.},主调复格,,德,nan,2017-08-08
3246027,tonalità maggiore {It.},大调,,义,nan,2017-08-08
3246028,tonalità minore {It.},小调,,义,nan,2017-08-08
3246029,tonalità {It.},调性,,义,nan,2017-08-08
3246030,Tonalität {Ger.},调性,,德,nan,2017-08-08
3246031,tonalité majeure {Fr.},大调,,法,nan,2017-08-08
3246032,tonalité mineure {Fr.},小调,,法,nan,2017-08-08
3246033,tonalité {Fr.},调性,,法,nan,2017-08-08
3246034,tonality,调性,,英,nan,2017-08-08
3246035,tonarium {Lat.},圣歌目录,,拉,nan,2017-08-08
3246036,Tonart {Ger.},调,,德,nan,2017-08-08
3246037,Tonartencharakteristik {Ger.},调性特色,,德,nan,2017-08-08
3246038,Tonartvorzeichnung {Ger.},调号,,德,nan,2017-08-08
3246039,tonary,圣歌目录,,英,nan,2017-08-08
3246040,Tonbandgerät {Ger.},磁带录音机,,德,nan,2017-08-08
3246041,Tondichtung {Ger.},音诗,,德,nan,2017-08-08
3246042,tone,音,,英,nan,2017-08-08
3246043,tone bell,音钟,,英,nan,2017-08-08
3246044,tone brightness,明度感,,英,nan,2017-08-08
3246045,tone cluster,音簇；音堆,,英,nan,2017-08-08
3246046,tone color,音色,,英,nan,2017-08-08
3246047,tone detremination,律法,,英,nan,2017-08-08
3246048,tone painting,音画,,英,nan,2017-08-08
3246049,tone poem,交响诗；音诗,,英,nan,2017-08-08
3246050,tone quality,音质,,英,nan,2017-08-08
3246051,tone row,音列,,英,nan,2017-08-08
3246052,tone-cluster,音簇；音堆,,英,nan,2017-08-08
3246053,Tone-deafness,音痴；音盲,,英,nan,2017-08-08
3246054,tone-formation,发音法,,英,nan,2017-08-08
3246055,tone-physicology,音响生理学,,英,nan,2017-08-08
3246056,tone-picture,音画,,英,nan,2017-08-08
3246057,tone-relation,音关系,,英,nan,2017-08-08
3246058,tone-row,音列,,英,nan,2017-08-08
3246059,Tonempfindung {Ger.},音感觉,,德,nan,2017-08-08
3246060,Tonfarbe {Ger.},音色,,德,nan,2017-08-08
3246061,Tongeschlecht {Ger.},调性,,德,nan,2017-08-08
3246062,Tonglocke {Ger.},音钟,,德,nan,2017-08-08
3246063,tonguing,运舌法,,英,nan,2017-08-08
3246064,Tonhöhe {Ger.},音高,,德,nan,2017-08-08
3246065,Tonhöhelinie {Ger.},音高线,,德,nan,2017-08-08
3246066,tonic,主音,,英,nan,2017-08-08
3246067,tonic harmony,主和声,,英,nan,2017-08-08
3246068,tonic major,同主音大调,,英,nan,2017-08-08
3246069,tonic minor,同主音小调,,英,nan,2017-08-08
3246070,tonic pedal,主音持续音,,英,nan,2017-08-08
3246071,tonic seventh,主音七和弦（弦）,,英,nan,2017-08-08
3246072,tonic sol-fa,首调唱名法,,英,nan,2017-08-08
3246073,tonic triad,主音三和弦（弦）,,英,nan,2017-08-08
3246074,tonica {It.},主音,,义,nan,2017-08-08
3246075,Tonika Do {Ger.},首调唱名法,,德,nan,2017-08-08
3246076,Tonika {Ger.},主音,,德,nan,2017-08-08
3246077,Tonikablock{Ger.},主和弦音块,,德,nan,2017-08-08
3246078,Tonikaharmonie {Ger.},主和声,,德,nan,2017-08-08
3246079,Toninsel {Ger.},音岛,,德,nan,2017-08-08
3246080,tonique {Fr.},主音,,法,nan,2017-08-08
3246081,Tonischer Akkord {Ger.},主和弦,,德,nan,2017-08-08
3246082,Tonischer Dreiklang {Ger.},主三和弦,,德,nan,2017-08-08
3246083,tonitruone {It.},吊铁,,义,nan,2017-08-08
3246084,Tonkünstler-Sozietät {Ger.},艺术家协会,,德,nan,2017-08-08
3246085,Tonleier {Ger.},音阶,,德,nan,2017-08-08
3246086,Tonlücke {Ger.},音隙,,德,nan,2017-08-08
3246087,Tonmalerei {Ger.},音画,,德,nan,2017-08-08
3246088,tono d'opera,歌剧音高,,义,nan,2017-08-08
3246089,tono intero {It.},全音,,义,nan,2017-08-08
3246090,tono maggiore {It.},大全音；大调,,义,nan,2017-08-08
3246091,tono minore {It.},小全音；小调,,义,nan,2017-08-08
3246092,tono Principale {It.},主调,,义,nan,2017-08-08
3246093,tono relativo {It.},关系调,,义,nan,2017-08-08
3246094,tono {It.},调；托诺歌,,义,nan,2017-08-08
3246095,Tonometer {Ger.},音高计,,英˙德,nan,2017-08-08
3246096,Tonphysiologie {Ger.},音响生理学,,德,nan,2017-08-08
3246097,Tonpsychologie {Ger.},音响心理学,,德,nan,2017-08-08
3246098,Tonreihe {Ger.},音列,,德,nan,2017-08-08
3246099,Tonsilben {Ger.},唱名,,德,nan,2017-08-08
3246100,Tonsystem {Ger.},律制；音体系,,德,nan,2017-08-08
3246101,Tontaubheit {Ger.},音痴；音盲,,德,nan,2017-08-08
3246102,Tonumfang {Ger.},音域,,德,nan,2017-08-08
3246103,tonus in directum {Lat.},直咏调,,拉,nan,2017-08-08
3246104,tonus mixtus {Lat.},混合调式,,拉,nan,2017-08-08
3246105,tonus {Lat.},全音；调式；朗诵调｛素歌｝,,拉,nan,2017-08-08
3246106,Tonuspsalmorum {Lat.},圣咏调；诗篇调,,拉,nan,2017-08-08
3246107,Tonverschmelzung {Ger.},音融合,,德,nan,2017-08-08
3246108,Tonvorstellung {Ger.},音表象,,德,nan,2017-08-08
3246109,Tonwort {Ger.},音字,,德,nan,2017-08-08
3246110,tonysytem,律制,,英,nan,2017-08-08
3246111,top plate,面板,,英,nan,2017-08-08
3246112,torbellino {Sp.},多尔贝利诺舞曲,,西,nan,2017-08-08
3246113,torch song,失恋歌,,英,nan,2017-08-08
3246114,tornada {Prov.},结尾反复歌｛游唱诗乐｝,,法,nan,2017-08-08
3246115,tosto {It.},很快的；立刻的,,义,nan,2017-08-08
3246116,total serialism,全音列主义,,英,nan,2017-08-08
3246117,Totengesang {Ger.},挽歌,,德,nan,2017-08-08
3246118,totes Interval {Ger.},死音程,,德,nan,2017-08-08
3246119,touch,触弦；触键；触键法；弹法｛吉他｝,,英,nan,2017-08-08
3246120,touche blanche {Fr.},白键,,法,nan,2017-08-08
3246121,Touche noire {Fr.},黑键,,法,nan,2017-08-08
3246122,touche {Fr.},指板,,法,nan,2017-08-08
3246123,touches brisées {Fr.},分割键,,法,nan,2017-08-08
3246124,Tourdion {Fr.},杜尔迪翁舞曲,,法,nan,2017-08-08
3246125,town piper,公聘管乐师,,英,nan,2017-08-08
3246126,toye,轻游曲,,英,nan,2017-08-08
3246127,trachea {It.},气管,,义,nan,2017-08-08
3246128,trachée-artère {Fr.},气管,,法,nan,2017-08-08
3246129,track,音轨,,英,nan,2017-08-08
3246130,tracker,音轨,,英,nan,2017-08-08
3246131,tract {Fr.},咏唱,,英˙法,nan,2017-08-08
3246132,tractus {Lat.},咏唱,,拉,nan,2017-08-08
3246133,traditional jazz,传统爵士乐,,英,nan,2017-08-08
3246134,trait {Fr.},咏唱,,法,nan,2017-08-08
3246135,traité de composition {Fr.},作曲法,,法,nan,2017-08-08
3246136,Traktus {Ger.},咏唱,,德,nan,2017-08-08
3246137,tranquillo {It.},平静的；安静的,,义,nan,2017-08-08
3246138,transcription {Fr.},译谱；编曲；改编曲,,英˙法,nan,2017-08-08
3246139,transformation of theme,主题变化,,英,nan,2017-08-08
3246140,transient modulation,暂转调,,英,nan,2017-08-08
3246141,transition,暂转调；过门；过渡乐段,,英,nan,2017-08-08
3246142,transitional dominant,暂转调属和弦（弦）,,英,nan,2017-08-08
3246143,transitory chord,经过和弦（弦）,,英,nan,2017-08-08
3246144,transizione {It.},暂转调；过门；过渡乐段,,义,nan,2017-08-08
3246145,Transkription {Ger.},译谱；编曲；改编曲,,德,nan,2017-08-08
3246146,Transponieren {Ger.},移调,,德,nan,2017-08-08
3246147,Transponierende instrumente {Ger.},移调乐器,,德,nan,2017-08-08
3246148,Transponierung {Ger.},移调,,德,nan,2017-08-08
3246149,transportare {It.},移调,,义,nan,2017-08-08
3246150,transposer {Fr.},移调,,英˙法,nan,2017-08-08
3246151,transposing instrument,移调乐器,,英,nan,2017-08-08
3246152,transposing keyboard,移调键盘,,英,nan,2017-08-08
3246153,transposition of subject,主题移位,,英,nan,2017-08-08
3246154,transposition {Fr.},移调,,英˙法,nan,2017-08-08
3246155,trasposizione {It.},移调,,<p>义</p>,nan,2017-08-08
3246156,transversale Schwingung {Ger.},横向振动,,德,nan,2017-08-08
3246157,transverse flute,横笛,,英,nan,2017-08-08
3246158,transverse vibration,横向振动,,英,nan,2017-08-08
3246159,traps,效果乐器,,英,nan,2017-08-08
3246160,traquenard {Fr.},特拉库纳尔舞曲,,法,nan,2017-08-08
3246161,trascinando {It.},拖延的,,义,nan,2017-08-08
3246162,trascrizione {It.},译谱；编曲；改编曲,,义,nan,2017-08-08
3246163,traste {Sp.},品；音格,,西,nan,2017-08-08
3246164,trattenuto {It.},延迟的,,义,nan,2017-08-08
3246165,tratto {It.},咏唱,,义,nan,2017-08-08
3246166,Trauer {Ger.},哀悼；悲哀,,德,nan,2017-08-08
3246167,Trauergesang {Ger.},挽歌,,德,nan,2017-08-08
3246168,Trauerlied {Ger.},挽歌,,德,nan,2017-08-08
3246169,Trauermarsch {Ger.},送葬进行曲,,德,nan,2017-08-08
3246170,träumend {Ger.},梦幻的,,德,nan,2017-08-08
3246171,traurig {Ger.},悲哀的,,德,nan,2017-08-08
3246172,traversiere {Fr.},横笛,,法,nan,2017-08-08
3246173,traverso {It.},横；横笛,,义,nan,2017-08-08
3246174,tre corde {It.},三弦（弦）全响｛钢琴｝；三弦（弦）奏,,义,nan,2017-08-08
3246175,tre parti {It.},三声部,,义,nan,2017-08-08
3246176,tre voci {It.},三声部,,义,nan,2017-08-08
3246177,tre {It.},三,,义,nan,2017-08-08
3246178,treble,高音部；高音乐器,,英,nan,2017-08-08
3246179,treble clef,高音谱号,,英,nan,2017-08-08
3246180,treble stave,高音谱表,,英,nan,2017-08-08
3246181,Treble viol,高音古提琴；高音维奥尔琴,,英,nan,2017-08-08
3246182,treble voice,高音声部,,英,nan,2017-08-08
3246183,trecento music,十四世纪音乐,,英,nan,2017-08-08
3246184,tredicesima {It.},十三度,,义,nan,2017-08-08
3246185,treibend {Ger.},加快的,,德,nan,2017-08-08
3246186,treizième {Fr.},十三度,,法,nan,2017-08-08
3246187,tremando la voce {It.},抖声,,义,nan,2017-08-08
3246188,tremante {It.},颤音,,<p>义</p>,<p>20240426修订</p>,2017-08-08
3246189,tremblant {Fr.},振动器,,法,nan,2017-08-08
