ID,英文名稱,中文名稱,圖片,備註,更新日期
21312035,pyrheliometric pyranometer,直达日射计,nan,太空名词,nan
21312036,quadrant,象限仪,nan,太空名词,nan
21312037,quadrupole,四极,nan,太空名词,nan
21312038,quadrupole mass spectrometer,四极质谱计,nan,太空名词,nan
21312039,quantization,量[子]化,nan,太空名词,nan
21312040,quantum,量子,nan,太空名词,nan
21312041,quantum yield,量子产率,nan,太空名词,nan
21312042,quark,夸克,nan,太空名词,nan
21312043,quasar,类星体,nan,太空名词,nan
21312044,quasi-periodic perturbations,准周期扰动,nan,太空名词,nan
21312045,quasi-biennial oscillation,准两年振荡,nan,太空名词,nan
21312046,quasi-equilibrium distribution,准平衡分布,nan,太空名词,nan
21312047,quasi-homogeneous,准均匀的,nan,太空名词,nan
21312048,quasi-longitudinal propagation,准纵（向）传播,nan,太空名词,nan
21312049,quasi-neutrality,准中性,nan,太空名词,nan
21312050,quasi-periodic variation,准周期变化,nan,太空名词,nan
21312051,quasi-stellar object,类星体,nan,太空名词,nan
21312052,quasi-transverse propagation,准横（向）传播,nan,太空名词,nan
21312053,quenching reactions,猝灭反应,nan,太空名词,nan
21312054,quiescence spectrum,宁静光谱,nan,太空名词,nan
21312055,quiescent cosmic ray,宁静宇宙线,nan,太空名词,nan
21312056,quiescent primary radiation,宁静原始辐射,nan,太空名词,nan
21312057,quiescent prominence,宁静日珥,nan,太空名词,nan
21312058,quiet auroral arc,宁静极光弧,nan,太空名词,nan
21312059,quiet sun,宁静太阳,nan,太空名词,nan
21312060,quiet time,宁静期,nan,太空名词,nan
21312062,pico-,皮 ; 兆分之一<Sup>(10-12)</Sup>,皮 ; 兆分之一<Sup>(10-12)</Sup>,<p>太空名词</p>,nan
21360372,racon,雷达信标,nan,nan,nan
21360373,rad,雷得{辐射剂量单位},nan,nan,nan
21360374,radaf chaff,雷达干扰金属箔,nan,nan,nan
21360375,radar altimeter,雷达高度计,nan,nan,nan
21360376,radar astronomy,雷达天文[学],nan,nan,nan
21360377,radar band,雷达波段,nan,nan,nan
21360378,radar beacon,雷达信标,nan,nan,nan
21360379,radar beam,雷达波束,nan,nan,nan
21360380,radar cross section,雷达截面,nan,nan,nan
21360381,radar duct,雷达波道,nan,nan,nan
21360382,radar echo,雷达回波,nan,nan,nan
21360383,radial diffusion coefficient,径向扩散系数,nan,nan,nan
21360384,radiation,辐射,nan,nan,nan
21360385,radiation belt,辐射带,nan,nan,nan
21360386,radiation coupling,辐射耦合,nan,nan,nan
21360387,radiation damping,辐射阻尼,nan,nan,nan
21360388,radiation dose,辐射剂量,nan,nan,nan
21360389,radiation flux,辐射通量,nan,nan,nan
21360390,radiation medicine,放射医学,nan,nan,nan
21360391,radiation pressure,辐射压,nan,nan,nan
21360392,radiation sensor,辐射感测器,nan,nan,nan
21360393,radiation shield,辐射防护屏,nan,nan,nan
21360394,radiation sonde,辐射探空仪,nan,nan,nan
21360395,radiation temperature,辐射温度,nan,nan,nan
21360396,radiation transfer equation,辐射传输方程,nan,nan,nan
21360397,radiation zone,辐射带,nan,nan,nan
21360398,radiative attachment,辐射附著,nan,nan,nan
21360399,radiative cooling,辐射冷却,nan,nan,nan
21360400,radiative energy transfer,辐射能量传输,nan,nan,nan
21360401,radiative flux divergence,辐射通量散度,nan,nan,nan
21360402,radiative pressure,辐射压,nan,nan,nan
21360403,radiative recombination coefficient,辐射复合系数,nan,nan,nan
21360404,radiative transfer,辐射传输,nan,nan,nan
21360405,radio,电波,nan,nan,nan
21360406,radio astronomical observatory,电波天文台,nan,nan,nan
21360407,radio astronomy,电波天文[学],nan,nan,nan
21360408,radio beacon,电波信标,nan,nan,nan
21360409,radio beam,电波束,nan,nan,nan
21360410,radio blackout,电波中断{离层扰动引起},nan,nan,nan
21360411,radio brightness,电波亮度,nan,nan,nan
21360412,radio bursts,电波暴,nan,nan,nan
21360413,radio channel,电波频道,nan,nan,nan
21360414,radio emission,电波发射,nan,nan,nan
21360415,radio flux,电波通量,nan,nan,nan
21360416,radio galaxy,电波星系,nan,nan,nan
21360417,radio heliograph,电波日象仪,nan,nan,nan
21360418,radio index,电波指数,nan,nan,nan
21360419,radio interferometer,电波干涉仪,nan,nan,nan
21360420,radio meteor,电波流星,nan,nan,nan
21360421,radio navigation,电波导航,nan,nan,nan
21360422,radio noise levels,电波杂讯度,nan,nan,nan
21360423,radio oceanography,电波海洋学,nan,nan,nan
21360424,radio plage,电波谱斑,nan,nan,nan
21360425,radio propagation,电波传播,nan,nan,nan
21360426,Radio Regulations,电波法规,nan,nan,nan
21360427,radio spectrum,电波谱,nan,nan,nan
21360428,radio telescope,电波望远镜,nan,nan,nan
21360429,radio wave,电波,nan,nan,nan
21360430,radioactive decay,放射性衰变,nan,nan,nan
21360431,radioactive fallout,放射性沉降,nan,nan,nan
21360432,radioactivity,放射性；放射学；放射现象,nan,nan,nan
21360433,radiocarbon,放射性碳,nan,nan,nan
21360434,radioeclipse,电波食,nan,nan,nan
21360435,radio-frequency mass spectrometer,射频质谱计,nan,nan,nan
21360436,radioisotope,放射性同位素,nan,nan,nan
21360437,radiometer,辐射计,nan,nan,nan
21360438,radiosonde,电波探空仪,nan,nan,nan
21360439,radio wave sounding,电波探空,nan,nan,nan
21360440,Raman effect,拉曼效应,nan,nan,nan
21360441,random distribution,随机分布,nan,nan,nan
21360442,random error,随机误差,nan,nan,nan
21360443,random motion,随机运动,nan,nan,nan
21360444,random noise,随机杂讯,nan,nan,nan
21360445,random perturbation,随机扰动,nan,nan,nan
21360446,random walk,随机漫步,nan,nan,nan
21360447,randomization,随机化,nan,nan,nan
21360448,rarefaction region,稀疏区,nan,nan,nan
21360449,rarefied gas,稀薄气体,nan,nan,nan
21360450,rarefied plasma,稀薄电浆,nan,nan,nan
21360451,ray equation,射线方程,nan,nan,nan
21360452,ray path,射线路程,nan,nan,nan
21360453,ray structure,射线状结构,nan,nan,nan
21360454,rayleigh,瑞利{光通量单位},nan,nan,nan
21360455,Rayleigh limit,瑞利极限,nan,nan,nan
21360456,Rayleigh scattering,瑞利散射,nan,nan,nan
21360457,Rayleigh-Jeans law,瑞利-金斯定律,nan,nan,nan
21360458,Rayleigh-Taylor instability,瑞利-泰勒不稳定性,nan,nan,nan
21360459,reaction chain,反应链,nan,nan,nan
21360460,Reaction control system,反应控制系统,nan,nan,nan
21360461,reaction wheel,反作用飞轮 ,nan,nan,nan
21360462,real time,即时,nan,nan,nan
21360463,real-time,即时,nan,nan,nan
21360464,real-time prediction,即时预报,nan,nan,nan
21360465,recapture,再捕获,nan,nan,nan
21360466,receiver,接收机,nan,nan,nan
21360467,receiving antenna,接收天线,nan,nan,nan
21360468,recolnbination radiation,复合辐射,nan,nan,nan
21360469,recombination,复合,nan,nan,nan
21360470,recombination coefficient,复合系数,nan,nan,nan
21360471,recombination rate,复合率,nan,nan,nan
21360472,reconnection,重连,nan,nan,nan
21360473,reconnection point,重连点,nan,nan,nan
21360474,reconnection rate,重连率,nan,nan,nan
21360475,reconnection region,重连区,nan,nan,nan
21360476,recovery phase,恢复相[期],nan,nan,nan
21360477,rectilinear jet,直线喷流{彗星},nan,nan,nan
21360478,recurrence,回复；重现,nan,nan,nan
21360479,recurrence frequency,重现频率,nan,nan,nan
21360480,recurrent orbit,回归轨道,nan,nan,nan
21360481,recurrent period,重现周期,nan,nan,nan
21360482,redshift ,红移,nan,nan,nan
21360483,Red Spot,红斑{木星的},nan,nan,nan
21360484,reentry body,重返体,nan,nan,nan
21360485,reentry mode,重返模式,nan,nan,nan
21360486,reentry trajectory,重返轨迹,nan,nan,nan
21360487,reentry vehicle,重返飞行器,nan,nan,nan
21360488,re-entry velocity,重返[大气]速度,nan,nan,nan
21360489,reflected wave,反射波,nan,nan,nan
21360490,reflection,反射,nan,nan,nan
21360491,reflection index,反射率；反射指数,nan,nan,nan
21360492,reflection power,反射功率,nan,nan,nan
21360493,reflectivity,反射率,nan,nan,nan
21360494,refraction,折射,nan,nan,nan
21360495,refractive index,折射率；折射指数,nan,nan,nan
21360496,regression of the nodes,交点退行,nan,nan,nan
21360497,relative ionospheric opacity-meter (riometer),电离层[相对]不透明度计,nan,nan,nan
21360498,relative number,相对数{黑子},nan,nan,nan
21360499,relative vorticity,相对涡度,nan,nan,nan
21360500,relativistic electron,相对论[性]电子,nan,nan,nan
21360501,relativistic mass,相对论质量,nan,nan,nan
21360502,relativistic particle,相对论粒子,nan,nan,nan
21360503,relaxation time,弛豫时间,nan,nan,nan
21360504,remanence,残磁；残磁性,nan,nan,nan
21360505,remote sensing,遥测,nan,nan,nan
21360506,rendezvous,会合,nan,nan,nan
21360507,repeater,中继器,nan,nan,nan
21360508,residual atmosphere,剩余大气,nan,nan,nan
21360509,residual ray,剩留射线,nan,nan,nan
21360510,resistance,阻力；阻抗；电阻,nan,nan,nan
21360511,resistance thermometer,电阻温度计,nan,nan,nan
21360512,resistivity,电阻率,nan,nan,nan
21360513,resolution,解析度；分辨率,nan,nan,nan
21360514,resonance,共振；谐振,nan,nan,nan
21360515,resonance line,共振[谱]线,nan,nan,nan
21360516,resonance radiation,共振辐射,nan,nan,nan
21360517,resonance scattering,共振散射,nan,nan,nan
21360518,resonance theory,共振学说,nan,nan,nan
21360519,resonance frequency,共振频率,nan,nan,nan
21360520,rest frame,静止参考系,nan,nan,nan
21360521,rest mass,静止质量,nan,nan,nan
21360522,retardation rocket,制动火箭；减速火箭,nan,nan,nan
21360523,retrieval,反演,nan,nan,nan
21360524,retroactive rocket,制动火箭,nan,nan,nan
21360525,retrograde orbit,逆行轨道,nan,nan,nan
21360526,Reynolds number,雷诺数,nan,nan,nan
21360527,right ascension,赤经,nan,nan,nan
21360528,right-handed polarization,右旋偏振,nan,nan,nan
21360529,rigidity spectrum,刚度谱,nan,nan,nan
21360530,ring current,环形电流,nan,nan,nan
21360531,riometer (Relative ionospheric opacity meter),电离层[相对]不透明度计,nan,nan,nan
21360532,Robin ( rocket balloon instruments),鲁滨球{火箭气球装置},nan,nan,nan
21360533,Roche limit,洛希极限,nan,nan,nan
21360534,rockair,机载探空火箭,nan,nan,nan
21360535,Rocket mass ratio,火箭质量比,nan,nan,nan
21360536,rocket meteorograph,箭载气象仪,nan,nan,nan
21360537,rocket propellant,火箭推进剂,nan,nan,nan
21360538,rocket-borne,箭载,nan,nan,nan
21360539,rocket-borne mass spectrometer,箭载质谱计,nan,nan,nan
21360540,rocket-grenade method,火箭榴弹法{测高空风用},nan,nan,nan
21360541,rocketsonde,火箭探空仪,nan,nan,nan
21360542,rocket-wind hodograph,火箭高空风径图,nan,nan,nan
21360543,rockoon,气球火箭,nan,nan,nan
21360544,roentgen,仑琴{放射量单位},nan,nan,nan
21360545,Roentgen Equivalent Man (REM),人体仑琴当量；雷姆,nan,nan,nan
21360546,Roentgen equivalent physical (REP),物理仑琴当量,nan,nan,nan
21360547,Röntgen rays,仑琴射线{X射线},nan,nan,nan
21360548,Rossby wave,罗士比波,nan,nan,nan
21360549,rotating frame of reference,转动参考系,nan,nan,nan
21360550,rotational discontinuity,旋转不连续,nan,nan,nan
21360551,rotational energy,转动能,nan,nan,nan
21360552,rotational line,转动[谱]线,nan,nan,nan
21360553,rotational temperature,转动温度,nan,nan,nan
21360554,round-off error,舍入误差,nan,nan,nan
21360555,Rubidium vapor magnetometer,铷蒸气磁力计,nan,nan,nan
21360556,[sun] spot cycle,[太阳]黑子周期,nan,nan,nan
21360557,S band,S波段,nan,nan,nan
21360558,Saha equation,萨哈方程,nan,nan,nan
21360559,satellite broadcasting,卫星播送,nan,nan,nan
21360560,Satellite Communication (Satcom),卫星通信,nan,nan,nan
21360561,satellite eclipse,卫星食,nan,nan,nan
21360562,satellite meteorology,卫星气象学,nan,nan,nan
21360563,satellite orbit,卫星轨道,nan,nan,nan
21360564,satellite relay,卫星中继,nan,nan,nan
21360565,satellite scintillation,卫星闪烁,nan,nan,nan
21360566,satellite shadow entry period,星蚀期,nan,nan,nan
21360567,satellite tracking antenna,卫星追踪天线,nan,nan,nan
21360568,satellite zenith angle,卫星天顶角,nan,nan,nan
21360569,satellite-borne,星载,nan,nan,nan
21360570,satelloid,准卫星,nan,nan,nan
21360571,scalar potential,纯量势,nan,nan,nan
21360572,scale height,标高,nan,nan,nan
21360573,scaling,定标,nan,nan,nan
21360574,scaling law,尺度律,nan,nan,nan
21360575,scanning spectrometer,扫描分光计,nan,nan,nan
21360576,scattered ray,散射线,nan,nan,nan
21360577,scattering,散射,nan,nan,nan
21360578,scattering coefficient,散射系数,nan,nan,nan
21360579,scattering corss-section,散射截面,nan,nan,nan
21360580,Schmidt camera,施密特照相机,nan,nan,nan
21360581,Schumann resonance,舒曼共振,nan,nan,nan
21360582,Schumann-Runge continuum,舒容连续带,nan,nan,nan
21360583,Schumann-Runge bands,舒容带,nan,nan,nan
21360584,Schwarzschild radius,史瓦西半径,nan,nan,nan
21360585,Schwarzschild sphere,史瓦西球{即黑洞},nan,nan,nan
21360586,scintillation,闪烁,nan,nan,nan
21360587,scintillation counter,闪灿计数器,nan,nan,nan
21360588,scintillator,闪烁体,nan,nan,nan
21360589,sea recovery,海上回收,nan,nan,nan
21360590,Search coil,探测线圈,nan,nan,nan
21360591,search coil magnetometer,磁束计,nan,nan,nan
21360592,seasonal time span,季节跨度,nan,nan,nan
21360593,second cosmic velocity,第二宇宙速度,nan,nan,nan
21360594,second moment,二阶矩,nan,nan,nan
21360595,second of arc (arcsec),角秒,nan,nan,nan
21360596,secondary cosmic radiation,衍生宇宙辐射,nan,nan,nan
21360597,secondary electron,二次电子,nan,nan,nan
21360598,secondary emission,次级发射,nan,nan,nan
21360599,secondary field,二次场,nan,nan,nan
21360600,secondary ion,二次离子,nan,nan,nan
21360601,secondary particles,二次粒子,nan,nan,nan
21360602,secondary radiation,二次辐射,nan,nan,nan
21360603,secondary scattering,二次散射,nan,nan,nan
21360604,sector structure,分区结构,nan,nan,nan
21360605,sectors,空域区分;分区,nan,nan,nan
21360606,secular,长期的；世纪的,nan,nan,nan
21360607,secular variation,长期变化,nan,nan,nan
21360608,seismology,地震学,nan,nan,nan
21360609,selenocentric coordinate,月心座标,nan,nan,nan
21360610,selenodesy,月面测量[学],nan,nan,nan
21360611,selenograph,月面图,nan,nan,nan
21360612,selenographic coordinate,月面座标,nan,nan,nan
21360613,selenographic latitude,月面纬度,nan,nan,nan
21360614,selenographic longitude,月面经度,nan,nan,nan
21360615,selenography,月面学,nan,nan,nan
21360616,selenoid,月球卫星,nan,nan,nan
21360617,selenology,月质学,nan,nan,nan
21360618,self-absorption,自吸收,nan,nan,nan
21360619,self-registering barometer,自记气压计,nan,nan,nan
21360620,semi-amplitude,半振幅,nan,nan,nan
21360621,semi-annual,半年[的],nan,nan,nan
21360622,semidiufnal tide,半日潮[汐],nan,nan,nan
21360623,semidiurnal,半日的,nan,nan,nan
21360624,semi-infinite atmosphere,半无限大气,nan,nan,nan
21360625,semi-major axis,半长轴,nan,nan,nan
21360626,semi-meridian,半子午线,nan,nan,nan
21360627,semi-minor axis,半短轴,nan,nan,nan
21360628,semi-revolution,半周,nan,nan,nan
21360629,sensor,感测器,nan,nan,nan
21360630,seondary cosmic rays,衍生宇宙[射]线,nan,nan,nan
21360631,sferics,天电[学],nan,nan,nan
21360632,shadow band,影带,nan,nan,nan
21360633,shadow cone,影锥,nan,nan,nan
21360634,shadow transit,影凌,nan,nan,nan
21360635,shear Alfvén wave,剪切阿尔文波,nan,nan,nan
21360636,shear instability,剪切不稳定性,nan,nan,nan
21360637,sheath,鞘,nan,nan,nan
21360638,sheet-beam instability,片-束不稳定,nan,nan,nan
21360639,shielding,屏蔽,nan,nan,nan
21360640,shielding effect,屏蔽效应,nan,nan,nan
21360641,shock heating,震波加热,nan,nan,nan
21360642,shock wave,激震波,nan,nan,nan
21360643,shooting star,流星,nan,nan,nan
21360644,short wave,短波,nan,nan,nan
21360645,shower meteor,属群流星,nan,nan,nan
21360646,shower particle,簇射粒子,nan,nan,nan
21360647,shutter,快门；天窗；盾门,nan,nan,nan
21360648,SI unit,国际单位,nan,nan,nan
21360649,sidereal day,恒星日,nan,nan,nan
21360650,sidereal time,恒星时,nan,nan,nan
21360651,siemens,西门子[电导单位],nan,nan,nan
21360652,signal-to-noise ratio,信噪比,nan,nan,nan
21360653,significance level,显著水准,nan,nan,nan
21360654,single sideband,单边带,nan,nan,nan
21360655,single stage rocket,单节火箭,nan,nan,nan
21360656,Single-Channel Per Carrier  (SCPC),每载波单通道,nan,nan,nan
21360657,skip distance,越程,nan,nan,nan
21360658,skirt region,磁[尾]裙,nan,nan,nan
21360659,sky wave,天波,nan,nan,nan
21360660,slab thickness,平板厚度{电离层的},nan,nan,nan
21360661,slow wave,慢波,nan,nan,nan
21360662,small-scale,小尺度的,nan,nan,nan
21360663,smoke trail,烟迹,nan,nan,nan
21360664,sodium cloud,钠云,nan,nan,nan
21360665,sodium iodide detector,碘化钠探测器,nan,nan,nan
21360666,sodium layer,钠层,nan,nan,nan
21360667,sodium line,钠[谱]线,nan,nan,nan
21360668,soft landing,轻落地,nan,nan,nan
21360669,soft spectrum,软[能]谱,nan,nan,nan
21360670,soft X-ray,软X射线,nan,nan,nan
21360671,softening,[能谱]软化,nan,nan,nan
21360672,soil erosion,土壤侵蚀,nan,nan,nan
21360673,solaf corona,日冕,nan,nan,nan
21360674,solar activity,太阳活动[性],nan,nan,nan
21360675,solar activity cycle,太阳活动周期,nan,nan,nan
21360676,solar activity minimum,太阳活动极小值,nan,nan,nan
21360677,solar apex,太阳向点,nan,nan,nan
21360678,solar atmosphere,太阳大气,nan,nan,nan
21360679,solar battery,太阳电池[组],nan,nan,nan
21360680,solar brightness,太阳亮度,nan,nan,nan
21360681,solar burst,太阳爆,nan,nan,nan
21360682,solar cell,太阳能电池,nan,nan,nan
21360683,solar constant,太阳常数,nan,nan,nan
21360684,solar cosmic ray,太阳宇宙射线,nan,nan,nan
21360685,solar crown,日冕,nan,nan,nan
21360686,solar cycle,太阳[活动]周期,nan,nan,nan
21360687,solar day,太阳日,nan,nan,nan
21360688,solar disk,太阳圆面；日面,nan,nan,nan
21360689,solar disturbance,太阳扰动,nan,nan,nan
21360690,solar eclipse,日食,nan,nan,nan
21360691,solar ecliptic coordinates,太阳黄道座标,nan,nan,nan
21360692,solar electron event,太阳电子事件,nan,nan,nan
21360693,solar emission spectrum,太阳发射谱,nan,nan,nan
21360694,solar energy spectrum,太阳能谱,nan,nan,nan
21360695,solar equatorial plane,太阳赤道面,nan,nan,nan
21360696,solar flare,太阳闪焰,nan,nan,nan
21360697,solar gravitational field,太阳引力场,nan,nan,nan
21360698,solar index,太阳指数,nan,nan,nan
21360699,solar latitude,日面纬度,nan,nan,nan
21360700,solar limb,日面边缘,nan,nan,nan
21360701,solar longitude,日面经度,nan,nan,nan
21360702,solar Lyman-α,太阳莱曼-α[线],nan,nan,nan
21360703,solar magnetic (SM) coordinates ,太阳磁场座标,nan,nan,nan
21360704,solar magnetic sector,太阳扇形磁区,nan,nan,nan
21360705,solar magnetograph,太阳磁象仪,nan,nan,nan
21360706,solar maximum,太阳[活动]极大值,nan,nan,nan
21360707,solar modulation,太阳调制,nan,nan,nan
21360708,solar motion,太阳[公转]运动,nan,nan,nan
21360709,solar occultation measurement,掩日测量,nan,nan,nan
21360710,solar panel,太阳[能]电池板,nan,nan,nan
21360711,solar particle event,太阳粒子事件,nan,nan,nan
21360712,solar phase angle,太阳相角{行星的},nan,nan,nan
21360713,solar photon flux,太阳光子通量,nan,nan,nan
21360714,solar photosphere,太阳光球,nan,nan,nan
21360715,solar physics,太阳物理[学],nan,nan,nan
21360716,solar plasma,太阳电浆,nan,nan,nan
21360717,solar porbe,太阳探测器,nan,nan,nan
21360718,solar power satellite,太阳能发电卫星,nan,nan,nan
21360719,solar proton events,[太阳]质子事件,nan,nan,nan
21360720,solar proton monitor,太阳质子监测器,nan,nan,nan
21360721,solar quiet (Sq),静日的,nan,nan,nan
21360722,solar quiet (Sq) variation,太阳静变化,nan,nan,nan
21360723,solar radiation,太阳辐射,nan,nan,nan
21360724,solar radiation flux,太阳辐射通量,nan,nan,nan
21360725,solar radiationmeter,太阳辐射计,nan,nan,nan
21360726,solar radio emission,太阳无线电辐射,nan,nan,nan
21360727,solar radio flux,太阳无线电通量,nan,nan,nan
21360728,solar radio index,太阳无线电指数,nan,nan,nan
21360729,solar sail,太阳帆,nan,nan,nan
21360730,solar source,太阳源,nan,nan,nan
21360731,solar spectrograph,太阳摄谱仪,nan,nan,nan
21360732,solar spectrum,太阳光谱,nan,nan,nan
21360733,solar storm,太阳暴,nan,nan,nan
21360734,solar system,太阳系,nan,nan,nan
21360735,solar tide,太阳潮；日潮,nan,nan,nan
21360736,solar time,太阳时,nan,nan,nan
21360737,solar ultraviolet flux,太阳紫外线通量,nan,nan,nan
21360738,solar ultraviolet radiation,太阳紫外辐射,nan,nan,nan
21360739,solar velocity,太阳速度,nan,nan,nan
21360740,solar wind,太阳风,nan,nan,nan
21360741,solar wind flow velocity,太阳风[流]速,nan,nan,nan
21360742,solar wind particles,太阳风粒子,nan,nan,nan
21360743,solar wind plasma,太阳风电浆,nan,nan,nan
21360744,solar wind pressure,太阳风压[力],nan,nan,nan
21360745,solar X-ray,太阳X射线,nan,nan,nan
21360746,solar year,太阳年,nan,nan,nan
21360747,solar zenith angle,太阳天顶角,nan,nan,nan
21360748,solar corpuscular ray,太阳微粒射线,nan,nan,nan
21360749,solar neutrino unit  (SNU),太阳微[中]子单位,nan,nan,nan
21360750,solarimeter,日射计,nan,nan,nan
21360751,solar-terrestrial,日地的,nan,nan,nan
21360752,solar-terrestrial environment,日地环境,nan,nan,nan
21360753,solid angle,立体角,nan,nan,nan
21360754,solid rocket,固体[燃料]火箭,nan,nan,nan
21360755,solstices,二至点,nan,nan,nan
21360756,solstitial colure,二至圈,nan,nan,nan
21360757,sonde,探测器；送,nan,nan,nan
21360758,sonic wave,声波,nan,nan,nan
21360759,sonograph,声纳图  声波纪录仪,nan,nan,nan
21360760,sound speed,声速率,nan,nan,nan
21360761,sound velocity,声速度,nan,nan,nan
21360762,sound wave,声波,nan,nan,nan
21360763,sounding,探测；探空,nan,nan,nan
21360764,sounding balloon,探空气球,nan,nan,nan
21360765,sounding meteorograph,探空气象仪,nan,nan,nan
21360766,sounding rocket,探空火箭,nan,nan,nan
21360767,sounding vehicle,探空运载器；探空火箭,nan,nan,nan
21360768,source function,源函数,nan,nan,nan
21360769,South Atlantic Anomaly (SAA),南大西洋异常区,nan,nan,nan
21360770,southbound node,降交点,nan,nan,nan
21360771,space,空间；宇；太空,nan,nan,nan
21360772,space age,太空时代,nan,nan,nan
21360773,space broadcast,太空广播,nan,nan,nan
21360774,space communication,太空通讯,nan,nan,nan
21360775,space optics,太空光学,nan,nan,nan
21360776,space physics,太空物理学,nan,nan,nan
21360777,space plasma physics,太空电浆物理,nan,nan,nan
21360778,space platform,太空载台,nan,nan,nan
21360779,space probe ,太空探测器,nan,nan,nan
21360780,space reconnaissance,太空侦察,nan,nan,nan
21360781,space remote sensing,太空遥测,nan,nan,nan
21360782,space shuttle,太空梭,nan,nan,nan
21360783,space simulator,太空模拟器,nan,nan,nan
21360784,space station,太空站,nan,nan,nan
21360785,space tracking,太空追踪,nan,nan,nan
21360786,space transportation,太空运输,nan,nan,nan
21360787,space vehicle,太空载具,nan,nan,nan
21360788,spacecraft,太空船,nan,nan,nan
21360789,spacecraft [plasma] sheath,太空船[电浆]鞘,nan,nan,nan
21360790,spacecraft attitude,太空船姿态,nan,nan,nan
21360791,spacecraft charging,太空船充电,nan,nan,nan
21360792,spacecraft entry ,太空船进入,nan,nan,nan
21360793,spacecraft launching,太空船发射,nan,nan,nan
21360794,spacecraft launching complex,太空船发射场,nan,nan,nan
21360795,spacecraft maneuver,太空船操纵,nan,nan,nan
21360796,spacecraft orbital control,太空船轨道控制,nan,nan,nan
21360797,spacecraft re-entry ,太空船复入,nan,nan,nan
21360798,spacecraft surface charging,太空船表面充电,nan,nan,nan
21360799,spacecraft wake,太空船尾流,nan,nan,nan
21360800,spacesuit,太空衣,nan,nan,nan
21360801,specific impulse,比冲,nan,nan,nan
21360802,spectral albedo,光谱反照率,nan,nan,nan
21360803,spectral function,谱函数,nan,nan,nan
21360804,spectral index,谱指数,nan,nan,nan
21360805,spectral line,[光]谱线,nan,nan,nan
21360806,spectral resolution,光谱解析度,nan,nan,nan
21360807,spectral response curve,光谱响应曲线,nan,nan,nan
21360808,spectral series,[光]谱线系,nan,nan,nan
21360809,spectral term,光谱项,nan,nan,nan
21360810,spectrogram,光谱图,nan,nan,nan
21360811,spectroheliogram,太阳单色像,nan,nan,nan
21360812,spectroheliograph,太阳单色,nan,nan,nan
21360813,spectrohelioscope,太阳单色光观测镜,nan,nan,nan
21360814,spectrometer,分光计；光谱仪,nan,nan,nan
21360815,spectrophotometer,分光光度计,nan,nan,nan
21360816,spectrophotometry,分光光度测定法,nan,nan,nan
21360817,spectroscopy,光谱学；分光学,nan,nan,nan
21360818,spectrum,光谱；能谱；频谱,nan,nan,nan
21360819,specular reflection,镜反射；单向反射,nan,nan,nan
21360820,spherical harmonics,球谐函数,nan,nan,nan
21360821,spherics,天电,nan,nan,nan
21360822,spicule,针状体{太阳},nan,nan,nan
21360823,spin axis,自旋轴；旋转轴,nan,nan,nan
21360824,spin stabilization,自旋稳定,nan,nan,nan
21360825,splashdown,溅落,nan,nan,nan
21360826,spontaneous emission,自发发射,nan,nan,nan
21360827,sporadic E layer,散块E层,nan,nan,nan
21360828,spot beam,点波束,nan,nan,nan
21360829,spray prominence,喷散日珥,nan,nan,nan
21360830,sputtering,溅射,nan,nan,nan
21360831,stagnation point,停滞点,nan,nan,nan
21360832,standard artillery atmosphere,标准弹道大气,nan,nan,nan
21360833,standard atmosphere,标准大气,nan,nan,nan
21360834,standard atmosphere model,标准大气模式,nan,nan,nan
21360835,standard frequency,标准频率,nan,nan,nan
21360836,standard meridian,标准子午圈；标准子午线,nan,nan,nan
21360837,standard time,标准时,nan,nan,nan
21360838,standing wave,驻波,nan,nan,nan
21360839,stationary front,滞留锋,nan,nan,nan
21360840,stationary orbit,同步轨道；固定轨道,nan,nan,nan
21360841,stationary radiant,固定辐射点[流星雨],nan,nan,nan
21360842,Stefan-Boltzmann constant,史特凡－波玆曼常数,nan,nan,nan
21360843,Stefan's law,史特凡定律,nan,nan,nan
21360844,stellar,恒星的,nan,nan,nan
21360845,stellar astronomy,恒星天文学,nan,nan,nan
21360846,stellar parallax,恒星视差,nan,nan,nan
21360847,steradian,球面度,nan,nan,nan
21360848,stochastic acceleration,随机加速,nan,nan,nan
21360849,storm morphology,磁暴形态学,nan,nan,nan
21360850,storm sudden commencement (SSC),磁暴突发,nan,nan,nan
21360851,Stormer cone,史特默锥,nan,nan,nan
21360852,Stormer length,史特默长度,nan,nan,nan
21360853,storminess,磁暴度;风暴度,nan,nan,nan
21360854,straight fan,直扇状流[彗星],nan,nan,nan
21360855,straight tail,直彗尾,nan,nan,nan
21360856,stratopause,平流层顶,nan,nan,nan
21360857,stratosphere,平流层,nan,nan,nan
21360858,stratosphere coupling,平流层耦合,nan,nan,nan
21360859,stratospheric dynamics,平流层动力学,nan,nan,nan
21360860,stratospheric inversion layer,平流层逆温层,nan,nan,nan
21360861,stratostat,平流层气球,nan,nan,nan
21360862,stratus,层云；层,nan,nan,nan
21360863,streaming aurora,流束状极光,nan,nan,nan
21360864,streaming form,流束状,nan,nan,nan
21360865,streaming plasma,流束电浆,nan,nan,nan
21360866,streamline,流线,nan,nan,nan
21360867,stress,应力,nan,nan,nan
21360868,striated,条状,nan,nan,nan
21360869,subanroral latitude,副极光纬度,nan,nan,nan
