ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2912673,human-factors engineering,人体工学；人因工程,,nan,生产与作业管理组,2020-04-10
2912674,hybrid layout　,混合式布置,,nan,生产与作业管理组,2017-03-23
2912675,ideal quality,理想品质,,理想质量,生产与作业管理组,2017-03-23
2912676,idle capability analysis,闲置能力分析,,空闲能力分析,生产与作业管理组,2017-03-23
2912677,idle capacity,闲置产能,,闲置产能,生产与作业管理组,2017-03-23
2912678,idle inventory,闲置存货,,闲置库存,生产与作业管理组,2017-03-23
2912679,idle time,闭置时间,,闲置时间,生产与作业管理组,2017-03-23
2912681,inbound stockpoint,进货储存点,,进向存货点,生产与作业管理组,2017-03-23
2912682,incidental allowance,偶发宽放,,偶发宽放,生产与作业管理组,2017-03-23
2912683,incoming inspection,进货检验；进料检验,,进货检验,生产与作业管理组,2017-03-23
2912684,independent demand,独立需求,,独立需求,生产与作业管理组,2017-03-23
2912685,independent demand inventory,独立需求存货,,独立需求库存,生产与作业管理组,2017-03-23
2912686,independent experiment,独立实验,,独立实验,生产与作业管理组,2017-03-23
2912687,indicative reference to standard,指示性引用标准,,指示性引用标准,生产与作业管理组,2017-03-23
2912688,indifference quality level,无差异品质水准,,无差别质量水平,生产与作业管理组,2017-03-23
2912689,indirect application of an international standard,间接应用国际标准,,间接应用国际标准,生产与作业管理组,2017-03-23
2912690,indirect labor,间接劳工,,物化劳动,生产与作业管理组,2017-03-23
2912691,indirect labor standard,间接劳工标准,,间接劳动标准,生产与作业管理组,2017-03-23
2912692,indirect time study,间接时间研究,,间接时间研究,生产与作业管理组,2017-03-23
2912693,industrial facility management,工业设施管理,,工业设施管理,生产与作业管理组,2017-03-23
2912694,industrial management　,工业管理,,nan,生产与作业管理组,2017-03-23
2912695,industrial safety　,工业安全,,nan,生产与作业管理组,2017-03-23
2912696,industry standard,产业标准,,行业标准,生产与作业管理组,2017-03-23
2912697,ineffective therblig,无效动素,,无效动素,生产与作业管理组,2017-03-23
2912698,infinite loading,无限负荷排程,,无限负荷排程,生产与作业管理组,2017-03-23
2912699,infinite scheduling,无限负荷排程,,无限产能排程,生产与作业管理组,2017-03-23
2912700,information process analysis chart,资讯流程分析图,,信息流程图,生产与作业管理组,2017-03-23
2912701,informative annex,提示性附录,,提示附录,生产与作业管理组,2017-03-23
2912702,informative element,资讯性要素,,资料性要素,生产与作业管理组,2017-03-23
2912704,inherent delay,固有延迟；固有延误,,固有延迟,生产与作业管理组,2017-03-23
2912705,inner quality standard,内控品质标准,,内控质量标准,生产与作业管理组,2017-03-23
2912706,in-process inspection　,制程检验,,nan,生产与作业管理组,2017-03-23
2912707,input-output chart,投入产出图,,输入-输出图,生产与作业管理组,2017-03-23
2912708,input-output control,投入-产出控制,,输入—输出控制,生产与作业管理组,2017-03-23
2912709,inspect,检查{动素种类之一},,检查,生产与作业管理组,2017-03-23
2912710,inspection,检验,,检验,生产与作业管理组,2017-03-23
2912711,inspection authority accreditation,检验机构认可,,检验机构认可,生产与作业管理组,2017-03-23
2912712,inspection level,检验水准,,检查水平,生产与作业管理组,2017-03-23
2912713,inspection lot,检验批,,检验批,生产与作业管理组,2017-03-23
2912714,instant customerization,即时顾客化订制生产,,即时顾客化定制生产,生产与作业管理组,2017-03-23
2912715,instantaneous action analysis,瞬间动作分析,,瞬时动作分析,生产与作业管理组,2017-03-23
2912716,instruction,指令,,指令,生产与作业管理组,2017-03-23
2912717,integrated audit,整合性稽核,,一体化审核,生产与作业管理组,2017-03-23
2912718,integrated resource management,整合式资源管理,,nan,生产与作业管理组,2017-03-23
2912719,integrated standardization,整体标准化,,综合标准化；全面标准化；整体标准化,生产与作业管理组,2017-03-23
2912720,intelligent maintenance,智慧型维修,,智能维护,生产与作业管理组,2017-03-23
2912721,interchangeable part,可互换零件,,可互换件,生产与作业管理组,2017-03-23
2912722,interface standard,介面标准,,接口标准,生产与作业管理组,2017-03-23
2912723,interference allowance,干扰宽放,,干扰容限；干扰宽放,生产与作业管理组,2017-03-23
2912724,interference time,干扰时间,,nan,生产与作业管理组,2017-03-23
2912725,interior design,内设计,,内设计,生产与作业管理组,2017-03-23
2912726,interior noise,内干扰,,内噪声；内干扰,生产与作业管理组,2017-03-23
2912727,intermittent production　,间歇性生产,,nan,生产与作业管理组,2017-03-23
2912728,intermodal transport,联运,,联运,生产与作业管理组,2017-03-23
2912729,internal failure cost,内部失效成本,,内部失效成本,生产与作业管理组,2017-03-23
2912730,internal setup time,内部整备时间,,内部调整准备时间,生产与作业管理组,2017-03-23
2912731,internal time,内部时间,,内部时间,生产与作业管理组,2017-03-23
2912732,international harmonized standard,国际调和标准,,国际协调标准,生产与作业管理组,2017-03-23
2912733,international measuring standard,国际测量标准,,国际测量标准,生产与作业管理组,2017-03-23
2912734,international standard,国际标准,,国际标准,生产与作业管理组,2017-03-23
2912735,International Standards Organization (ISO),国际标准组织,,国际标准化组织,生产与作业管理组,2017-03-23
2912736,inter-production noise,产品间干扰,,产品间噪声；产品间干扰,生产与作业管理组,2017-03-23
2912737,interrelationship diagram,关联图,,关联图,生产与作业管理组,2017-03-23
2912738,in-transit inventory,在途存货,,在途库存,生产与作业管理组,2017-03-23
2912739,in-transit lead time,在途前置时间,,在途时间,生产与作业管理组,2017-03-23
2912741,inventory buffer,缓冲存货,,缓冲库存,生产与作业管理组,2017-03-23
2912742,inventory control,存货控制；存货管制,,库存控制,生产与作业管理组,2017-03-23
2912743,inventory costs,存货成本,,库存费用,生产与作业管理组,2017-03-23
2912744,inventory deterioration,存货损耗,,库存损耗,生产与作业管理组,2017-03-23
2912745,inventory investment,存货投资,,库存投资,生产与作业管理组,2017-03-23
2912746,inventory management,存货管理,,库存管理,生产与作业管理组,2017-03-23
2912747,inventory ordering system,存货订货系统,,库存订货系统,生产与作业管理组,2017-03-23
2912748,inventory policy,存货政策,,库存策略,生产与作业管理组,2017-03-23
2912749,inventory receipt,已收库存,,库存收据,生产与作业管理组,2017-03-23
2912750,inventory records file,存货记录档,,库存记录文件,生产与作业管理组,2017-03-23
2912751,inventory shrinkage,存货缩减,,库存缩水,生产与作业管理组,2017-03-23
2912752,inventory turnover,存货周转率,,库存周转次数,生产与作业管理组,2017-03-23
2912753,inventory waste,库存浪费,,库存浪费,生产与作业管理组,2017-03-23
2912754,involvement of people,全员参与,,全员参与,生产与作业管理组,2017-03-23
2912755,islands of automation　,自动化岛屿；自动化孤岛,,nan,生产与作业管理组,2017-03-23
2912756,ISO 14000　,ISO 14000 标准,,nan,生产与作业管理组,2017-03-23
2912758,isolated lot,孤立批,,孤立批,生产与作业管理组,2017-03-23
2912759,item master file,物品主档,,物品主文件,生产与作业管理组,2017-03-23
2912760,item record,物品记录,,物品记录,生产与作业管理组,2017-03-23
2912761,jig　,治具,,nan,生产与作业管理组,2017-03-23
2912763,job shop　,订单式工厂,,nan,生产与作业管理组,2017-03-23
2912764,job shop layout,工作站式布置,,按功能布置,生产与作业管理组,2017-03-23
2912765,job shop production,订单式生产,,nan,生产与作业管理组,2017-03-23
2912766,job shop scheduling,零工式排程,,单件作业排程,生产与作业管理组,2017-03-23
2912767,Johnson's rule,詹森法则,,约翰逊法则,生产与作业管理组,2017-03-23
2912768,joint audit,联合稽核,,联合审核,生产与作业管理组,2017-03-23
2912769,joint order,联合订货,,联合订货,生产与作业管理组,2017-03-23
2912770,joint replenishment system,联合补货系统,,联合补货系统,生产与作业管理组,2017-03-23
2912771,just-in-time {=JIT},及时,,准时生产,生产与作业管理组,2020-04-10
2912772,just-in-time {=JIT} production system,及时生产系统,,nan,生产与作业管理组,2020-04-10
2912773,kanban,看板,,看板,生产与作业管理组,2017-03-23
2912774,kanban control system,看板控制系统,,看板控制系统,生产与作业管理组,2017-03-23
2912775,kanban system　,看板系统,,看板控制系统,生产与作业管理组,2017-03-23
2912776,key characteristic,关键特性,,关键特性,生产与作业管理组,2017-03-23
2912777,key job,关键工作,,关键工作,生产与作业管理组,2017-03-23
2912778,key principles of quality management,品质管理基本原则,,质量管理基本原则,生产与作业管理组,2017-03-23
2912779,kickback,回扣,,回扣,生产与作业管理组,2017-03-23
2912780,KJ method,KJ法,,nan,生产与作业管理组,2017-03-23
2912781,labor hour,人工小时,,工时,生产与作业管理组,2017-03-23
2912782,labor quota,劳动配额,,劳动定额,生产与作业管理组,2017-03-23
2912783,labor standard,人工标准；劳动标准,,人工标准；劳动标准,生产与作业管理组,2017-03-23
2912784,laboratory accreditation,实验室认可,,实验室认可,生产与作业管理组,2017-03-23
2912785,last come first served (LCFS),后到先服务规则,,后到先服务规则,生产与作业管理组,2017-03-23
2912786,layout,布置,,布置,生产与作业管理组,2017-03-23
2912787,layout strategy,布置策略,,布置策略,生产与作业管理组,2017-03-23
2912788,lead time,前置时间,,提前期,生产与作业管理组,2017-03-23
2912789,leadership,领导,,领导作用,生产与作业管理组,2017-03-23
2912790,lead-time inventory,前置期存货,,提前期内库存,生产与作业管理组,2017-03-23
2912791,lead-time offset,前置期冲销,,提前期偏移；提前期逆推,生产与作业管理组,2017-03-23
2912792,lean manufacturing,精实制造,,nan,生产与作业管理组,2017-03-23
2912793,lean production　,精实生产；精简生产,,精细生产；精益生产,生产与作业管理组,2017-03-23
2912795,left hand-right hand chart,左右手图；左右手程序图,,nan,生产与作业管理组,2017-03-23
2912796,level of standardization,标准化水准,,标准化水平,生产与作业管理组,2017-03-23
2912797,level production method,均衡生产法,,均衡生产法,生产与作业管理组,2017-03-23
2912798,level schedule,均衡的作业计划；平准化排程,,均衡的作业计划；平准化作业计划,生产与作业管理组,2017-03-23
2912799,leveling,平准化法,,平准化法,生产与作业管理组,2017-03-23
2912800,levels of standard,标准级别,,标准级别,生产与作业管理组,2017-03-23
2912801,life cycle costing (LCC)　,生命周期成本法；寿命周期成本法,,nan,生产与作业管理组,2017-03-23
2912802,life testing,寿命检定,,寿命试验,生产与作业管理组,2017-03-23
2912803,line balancing　,生产线平衡,,nan,生产与作业管理组,2017-03-23
2912804,line of balance (LOB)　,平衡线图,,nan,生产与作业管理组,2017-03-23
2912805,Little's law,Little法则,,利特尔法则,生产与作业管理组,2017-03-23
2912806,load chart,负荷图,,负荷图,生产与作业管理组,2017-03-23
2912807,load leveling　,负荷平准化,,nan,生产与作业管理组,2017-03-23
2912808,load profile　,负荷轮廓图,,nan,生产与作业管理组,2017-03-23
2912809,load report,负荷报告,,负荷报告,生产与作业管理组,2017-03-23
2912810,local control,局部控制；局部管制,,局部控制,生产与作业管理组,2017-03-23
2912811,local standard,地方标准,,地方标准,生产与作业管理组,2017-03-23
2912812,location factor rating,选址因素评分法；选址因素评比法,,选址因素评分法,生产与作业管理组,2017-03-23
2912813,location policy,选址政策,,选址策略,生产与作业管理组,2017-03-23
2912814,location selection　,厂址选择；店址选择,,nan,生产与作业管理组,2017-03-23
2912815,long range production planning (LRPP)　,长期生产规划,,nan,生产与作业管理组,2017-03-23
2912816,longest processing time {=LPT},最长加工时间法则,,最长加工时间法则,生产与作业管理组,2020-03-25
2912817,lost time,损失时间,,损失时间,生产与作业管理组,2017-03-23
2912818,lot for lot,逐批,,逐批,生产与作业管理组,2017-03-23
2912819,lot sizing　,批量决策,,nan,生产与作业管理组,2017-03-23
2912820,lot tolerance percent defective (LTPD)　,批容忍不良率；拒收品质水准,,批允许不合格率,生产与作业管理组,2017-03-23
2912821,lot-by-lot inspection,逐批检验,,逐批检验,生产与作业管理组,2017-03-23
2912822,lot-for-lot (L4L)　,逐批法,,nan,生产与作业管理组,2017-03-23
2912823,lot-for-lot ordering,逐批订购,,逐批订货,生产与作业管理组,2017-03-23
2912824,lower control limit,下管制界限；管制下限,,下控制限,生产与作业管理组,2017-03-23
2912825,lower specification limit,规格下限,,规格下限,生产与作业管理组,2017-03-23
2912826,low-level code,低层码,,低层码,生产与作业管理组,2017-03-23
2912827,lumpy demand,不规则需求,,块状需求,生产与作业管理组,2017-03-23
2912828,machine assignment,设备分配；机具分配,,设备分配,生产与作业管理组,2017-03-23
2912829,machine attention time,机器辅助时间,,机器辅助时间,生产与作业管理组,2017-03-23
2912830,machine controlled time,机器控制时间,,机器掌控时间,生产与作业管理组,2017-03-23
2912831,machine hour,机器运转时间,,机器运转时间,生产与作业管理组,2017-03-23
2912832,machine idle capability analysis,机具闲置能力分析,,机器空闲能力分析,生产与作业管理组,2017-03-23
2912833,machine idle time,机器闲置时间,,设备停歇时间,生产与作业管理组,2017-03-23
2912834,machine interference,设备干扰；机具干扰,,设备冲突,生产与作业管理组,2017-03-23
2912835,machine load,设备负荷；机具负荷,,设备负荷,生产与作业管理组,2017-03-23
2912836,"Machine, Method, Materials, Measurement, Man and Mother Nature {Environment}",6M分析法,,nan,生产与作业管理组,2017-03-23
2912837,maintainability,可维护性,,可维护性,生产与作业管理组,2017-03-23
2912838,maintenance cost,维护成本,,维护费,生产与作业管理组,2017-03-23
2912839,maintenance prevention,维修预防,,维修预防,生产与作业管理组,2017-03-23
2912840,major defect,严重缺陷；严重缺点,,严重缺陷,生产与作业管理组,2017-03-23
2912841,make to order {=MTO},接单生产，订单生产,,订货型生产,生产与作业管理组,2020-03-27
2912842,make to stock {=MTS},存货生产；备货生产,,备货型生产,生产与作业管理组,2020-03-26
2912843,make-or-buy decision,自制-外购决策,,自制-外购决策,生产与作业管理组,2017-03-23
2912844,makespan,排程总制造时间,,加工周期,生产与作业管理组,2017-03-23
2912847,Malcolm Baldrige National Quality Award (MBNQA),美国国家品质奖,,马尔科姆·波多里奇国家质量奖,生产与作业管理组,2017-03-23
2912848,man idle capability,人工闲置能力,,人工空闲能力,生产与作业管理组,2017-03-23
2912849,"man, machine, material, method, measurement and environment",5M1E分析法,,5M1E分析法,生产与作业管理组,2017-03-23
2912850,management affairs flow chart,管理事务流程图,,管理事务流程图,生产与作业管理组,2017-03-23
2912851,management affairs process analysis,管理事务流程分析,,管理事务流分析,生产与作业管理组,2017-03-23
2912852,management review,管理评审,,管理评审,生产与作业管理组,2017-03-23
2912853,management standard,管理标准,,管理标准,生产与作业管理组,2017-03-23
2912854,mandatory standard,强制性标准,,强制性标准,生产与作业管理组,2017-03-23
2912855,man-hour,人工小时,,工时,生产与作业管理组,2017-03-23
2912856,man-machine chart,人-机作业图；人-机图,,人—机作业图,生产与作业管理组,2017-03-23
2912857,man-machine operation analysis,人-机作业分析,,人—机作业分析,生产与作业管理组,2017-03-23
2912858,manual element,手控元素,,手控元素,生产与作业管理组,2017-03-23
2912859,manual time,手控时间,,手控时间,生产与作业管理组,2017-03-23
2912860,manufacturability,可制造性,,可制造性,生产与作业管理组,2017-03-23
2912861,manufacturing,制造,,制造,生产与作业管理组,2017-03-23
2912862,manufacturing calendar,制造日历,,制造日历,生产与作业管理组,2017-03-23
2912863,manufacturing cell,制造单元,,制造单元,生产与作业管理组,2017-03-23
2912864,manufacturing cost　,制造成本,,nan,生产与作业管理组,2017-03-23
2912865,manufacturing execution system (MES),制造执行系统,,制造执行系统,生产与作业管理组,2017-03-23
2912866,manufacturing executive system (MES)　,制造执行系统,,nan,生产与作业管理组,2017-03-23
2912867,manufacturing industry,制造业,,制造业,生产与作业管理组,2017-03-23
2912868,manufacturing order,生产指令,,生产指令,生产与作业管理组,2017-03-23
2912869,manufacturing philosophy,制造理念,,制造理念,生产与作业管理组,2017-03-23
2912870,manufacturing process　,制造程序,,nan,生产与作业管理组,2017-03-23
2912872,manufacturing strategy,制造策略,,制造策略,生产与作业管理组,2017-03-23
2912873,mark of conformity,合格标志,,认证证书,生产与作业管理组,2017-03-23
2912874,marking factor,标示因子,,标示因素,生产与作业管理组,2017-03-23
2912876,mass production,大量生产；大量制造,,大量生产,生产与作业管理组,2017-03-23
2912877,master black belt (MBB),黑带大师；大黑带,,黑带大师；大黑带；黑带主管,生产与作业管理组,2017-03-23
2912878,master production scheduling (MPS)　,主生产排程,,nan,生产与作业管理组,2017-03-23
2912879,master stand data (MSD),主时间数据法,,主时间数据法,生产与作业管理组,2017-03-23
2912880,material flow,物料流,,物料流,生产与作业管理组,2017-03-23
2912881,material handling time,物料搬运时间,,物料搬运时间,生产与作业管理组,2017-03-23
2912882,material management　,物料管理,,nan,生产与作业管理组,2017-03-23
2912883,material planning,物料规划,,库存计划,生产与作业管理组,2017-03-23
2912884,material receipt inspection,进料检验,,收货检验,生产与作业管理组,2017-03-23
2912885,material requirements planning (MRP),物料需求规划,,物料需求计划,生产与作业管理组,2017-03-23
2912886,material-dominated scheduling (MDS),物料主导排程,,物料主导排程,生产与作业管理组,2017-03-23
2912887,matrix data analysis,矩阵数据分析,,矩阵数据分析法,生产与作业管理组,2017-03-23
2912888,matrix diagram,矩阵图,,矩阵图,生产与作业管理组,2017-03-23
2912889,maximum inventory,最大存货量,,最大库存量,生产与作业管理组,2017-03-23
2912890,maximum order quantity,最大订货量,,最大订货量,生产与作业管理组,2017-03-23
2912891,maximum working area,最大工作区域,,最大工作区域,生产与作业管理组,2017-03-23
2912892,measurable,可衡量的；可测量性,,可测量性,生产与作业管理组,2017-03-23
2912893,measurement control system,测量控制系统,,测量控制体系,生产与作业管理组,2017-03-23
2912894,measurement process,量测过程,,测量过程,生产与作业管理组,2017-03-23
2912895,measuring equipment,量测设备,,测量设备,生产与作业管理组,2017-03-23
2912896,median time,中位时间,,中位时间,生产与作业管理组,2017-03-23
2912897,memomotion study,慢速摄影动作研究,,慢速摄影分析,生产与作业管理组,2017-03-23
2912898,mental work,心智活动,,智力活动,生产与作业管理组,2017-03-23
2912899,method standard,方法标准,,方法标准,生产与作业管理组,2017-03-23
2912900,method study　,方法研究,,nan,生产与作业管理组,2017-03-23
2912901,methods-time measurement (MTM)　,方法时间测量,,方法时间衡量,生产与作业管理组,2017-03-23
2912902,metrological characteristic,计量特性,,计量特性,生产与作业管理组,2017-03-23
2912903,metrological confirmation,计量确认,,计量确认,生产与作业管理组,2017-03-23
2912904,metrological function,计量功能,,计量职能,生产与作业管理组,2017-03-23
2912905,micro action analysis,微动作分析,,微动作分析,生产与作业管理组,2017-03-23
2912906,micromotion study　,微动作研究；细微动作研究,,微动作分析,生产与作业管理组,2017-03-23
2912907,minimum order quantity,最小订货量,,最小订货量,生产与作业管理组,2017-03-23
2912908,minimum time,最小时间,,最小时间,生产与作业管理组,2017-03-23
2912909,min-max system,最小-最大系统,,最小-最大系统,生产与作业管理组,2017-03-23
2912910,minor defect,轻微缺陷；轻微缺点,,轻微缺陷,生产与作业管理组,2017-03-23
2912911,mixed-model assembly line,混流装配线,,混流装配线,生产与作业管理组,2017-03-23
2912912,mixed-model production,混线生产；混合模式生产,,混流生产,生产与作业管理组,2017-03-23
2912913,mixed-model scheduling,混线排程,,混流排程,生产与作业管理组,2017-03-23
2912914,mode of production,生产方式,,生产模式；生产方式,生产与作业管理组,2017-03-23
2912915,model method,模组法,,模特法,生产与作业管理组,2017-03-23
2912916,modular arrangement of PTS (MODAPTS),大量作业测定法；模组排时法,,大量作业测定法,生产与作业管理组,2017-03-23
2912917,modular bill of material,模组物料清单,,模块物料清单,生产与作业管理组,2017-03-23
2912918,modular design,模组化设计,,模块设计,生产与作业管理组,2017-03-23
2912919,modularity　,模组化,,nan,生产与作业管理组,2017-03-23
2912920,monitoring sampling inspection,监测抽样检验,,监测抽样检验,生产与作业管理组,2017-03-23
2912921,motion,动作,,动作,生产与作业管理组,2017-03-23
2912922,motion analysis,动作分析,,nan,生产与作业管理组,2017-03-23
2912923,motion economy,动作经济,,动作经济性,生产与作业管理组,2017-03-23
2912924,motion study,动作研究,,动作研究,生产与作业管理组,2017-03-23
2912925,motion time measurement,动作时间测量,,nan,生产与作业管理组,2017-03-23
2912926,motion waste,动作浪费,,动作浪费,生产与作业管理组,2017-03-23
2912927,motivated productivity level {=MPL},激励生产力水准,,动机性生产率水平,生产与作业管理组,2020-04-10
2912928,multilaterally harmonized standard,多边调和标准,,多边协调标准,生产与作业管理组,2017-03-23
2912929,multilevel where-used,多阶用途表,,多层用处表,生产与作业管理组,2017-03-23
2912930,multi-model production　,多模式生产,,nan,生产与作业管理组,2017-03-23
2912931,multiple activity operation analysis,多项活动作业分析,,联合作业分析,生产与作业管理组,2017-03-23
2912932,multiple activity operation chart,多项活动作业程序图,,联合操作程序图,生产与作业管理组,2017-03-23
2912933,multiple activity process chart,多动作程序图；联合程序图,,多种动作程序图,生产与作业管理组,2020-03-25
2912934,multiple product process chart,多产品程序图,,nan,生产与作业管理组,2017-03-23
2912935,multiple sampling,多次抽样,,多次抽样,生产与作业管理组,2017-03-23
2912936,multiple sourcing,多重供应来源；多重供应源,,多供源采购,生产与作业管理组,2017-03-23
2912937,multiple-item lot-sizing model,多物品批量模式；多物品批量模型,,多物品批量模型,生产与作业管理组,2017-03-23
2912938,mutually beneficial supplier relationship,与供应商互利关系,,与供方互利关系,生产与作业管理组,2017-03-23
2912939,national standard,国家标准,,国家标准,生产与作业管理组,2017-03-23
2912940,national standard body,国家标准机构,,国家标准化组织,生产与作业管理组,2017-03-23
2912941,nested experiment,镶嵌实验；嵌套实验,,嵌套实验,生产与作业管理组,2017-03-23
2912942,net change approach　,净变动法,,nan,生产与作业管理组,2017-03-23
2912943,net operation time,净作业时间,,净作业时间,生产与作业管理组,2017-03-23
2912944,net requirements,净需要量,,净需要量,生产与作业管理组,2017-03-23
2912945,net-change system,净变系统,,净改变系统,生产与作业管理组,2017-03-23
2912946,new product development time,新产品开发时间,,新产品开发时间,生产与作业管理组,2017-03-23
2912947,nonconformities per items,单位不符合数,,单位实体不符合数,生产与作业管理组,2017-03-23
2912948,non-conformity,不合格,,不合格,生产与作业管理组,2017-03-23
2912949,non-conformity item,不合格品,,不合格品,生产与作业管理组,2017-03-23
2912950,noncyclic element,非循环元素,,非循环元素,生产与作业管理组,2017-03-23
2912951,non-destructive inspection,非破坏性检验,,无损检验；非破坏性检验,生产与作业管理组,2017-03-23
2912952,non-destructive testing　,非破坏性检测,,nan,生产与作业管理组,2017-03-23
2912953,nonproduction material,非生产物料,,非生产性物料,生产与作业管理组,2017-03-23
2912954,normal effort,常规努力；正常努力,,常规努力,生产与作业管理组,2017-03-23
2912955,normal element time,正常单元时间,,常态单元时间,生产与作业管理组,2017-03-23
2912956,normal pace,正常步调,,标准进度,生产与作业管理组,2017-03-23
2912957,normal performance,正常绩效,,正常绩效,生产与作业管理组,2017-03-23
2912958,normal time,正常时间,,正常时间,生产与作业管理组,2017-03-23
2912959,normal working area,正常工作区域,,正常工作区域,生产与作业管理组,2017-03-23
2912960,normalized yield {=NY},正常产出率,,正常产出率,生产与作业管理组,2020-04-10
2912961,normative annex,规范性附录,,标准的附录,生产与作业管理组,2017-03-23
2912962,normative document,规范文件,,规范文件,生产与作业管理组,2017-03-23
2912963,normative element,规范性要素,,规范性要素,生产与作业管理组,2017-03-23
2912964,number of defects,缺陷数；缺点数,,缺陷数,生产与作业管理组,2017-03-23
2912965,number of nonconforming items chart,不合格数管制图,,不合格实体控制图,生产与作业管理组,2017-03-23
2912966,objective evidence,客观证据,,客观证据,生产与作业管理组,2017-03-23
2912967,objective rating,客观评定法,,客观评定法,生产与作业管理组,2017-03-23
2912968,observed time,观测时间,,nan,生产与作业管理组,2017-03-23
2912969,occupational safety and health management system certification,职业安全与健康管理制度认证,,职业健康安全管理体系认证,生产与作业管理组,2017-03-23
2912970,off-line quality control,线外品管,,nan,生产与作业管理组,2017-03-23
2912971,one-card kanban system,单卡看板系统,,单卡看板系统,生产与作业管理组,2017-03-23
2912972,one-of-a-kind production,单件生产,,单件生产,生产与作业管理组,2017-03-23
2912973,one-touch exchange of die (OTED),一触式换模,,一触式换模,生产与作业管理组,2017-03-23
2912974,on-line quality control　,线上品管,,nan,生产与作业管理组,2017-03-23
2912975,on-order stock,在订库存,,在订存货,生产与作业管理组,2017-03-23
2912976,operating characteristics curve (OC curve)　,作业特性曲线；OC曲线,,抽检特性曲线；OC曲线,生产与作业管理组,2017-03-23
2912977,operating process analysis,营运流程分析,,工艺流程分析,生产与作业管理组,2017-03-23
2912979,operation allowance,操作宽放；作业宽放,,操作宽放,生产与作业管理组,2017-03-23
2912980,operation analysis　,操作分析,,nan,生产与作业管理组,2017-03-23
2912981,operation priority,作业优先权,,作业优先权,生产与作业管理组,2017-03-23
2912982,operation process chart,作业流程图,,工艺流程图,生产与作业管理组,2017-03-23
2912983,operation sheets　,操作单,,nan,生产与作业管理组,2017-03-23
2912984,operations,作业,,运作；运营,生产与作业管理组,2017-03-23
2912985,operations analysis,作业分析,,作业分析,生产与作业管理组,2017-03-23
2912986,operations management,作业管理；营运管理,,运作管理；运营管理,生产与作业管理组,2017-03-23
2912988,operations strategy,作业策略,,运作策略,生产与作业管理组,2017-03-23
2912989,operator process chart　,操作人程序图,,nan,生产与作业管理组,2017-03-23
2912990,operator-machine chart　,人机程序图,,nan,生产与作业管理组,2017-03-23
2912991,optimized production technology {=OPT},最佳化生产技术,,最优生产技术,生产与作业管理组,2020-03-31
2912992,optional element,可选要素,,可选要素,生产与作业管理组,2017-03-23
2912993,optional requirement,选择性要求,,任选要求,生产与作业管理组,2017-03-23
2912995,order backlog,缓交订单；未交货订单,,缓交订单,生产与作业管理组,2017-03-23
2912996,order control,订单控制,,订单控制,生产与作业管理组,2017-03-23
2912997,order entry,订单输入,,订单输入,生产与作业管理组,2017-03-23
2912998,order interval,订单间隔期,,订单间隔期,生产与作业管理组,2017-03-23
2912999,order management,订单管理,,订单管理,生产与作业管理组,2017-03-23
2913000,order penetration point,订单拉动点,,订单切入点,生产与作业管理组,2017-03-23
2913001,order picking,拣货,,拣货,生产与作业管理组,2017-03-23
2913002,order placement,订单发出,,订单发出,生产与作业管理组,2017-03-23
2913003,order point system,订购点系统,,订货点系统,生产与作业管理组,2017-03-23
2913004,order policy,订货政策；订购政策,,订货策略,生产与作业管理组,2017-03-23
2913005,order processing lead time,订单处理前置时间,,订单处理提前期,生产与作业管理组,2017-03-23
2913006,order qualifier,订单合格要件,,订单资格要素,生产与作业管理组,2017-03-23
2913007,order quantity,订购量,,订货量,生产与作业管理组,2017-03-23
2913008,order selection,拣货,,拣货,生产与作业管理组,2017-03-23
2913009,order winner,订单赢得要件,,订单赢得要素,生产与作业管理组,2017-03-23
2913010,order-driven production,订单驱动式生产,,订单驱动式生产,生产与作业管理组,2017-03-23
2913011,ordering cost,订购成本,,订货费用,生产与作业管理组,2017-03-23
2913012,orthogonal experiment design,直交实验设计,,正交实验设计,生产与作业管理组,2017-03-23
2913013,outbound stockpoint,出货储存点,,出向存货点,生产与作业管理组,2017-03-23
2913014,outgoing inspection,出货检验,,出货检验,生产与作业管理组,2017-03-23
2913016,output quota,产出配额,,产量定额,生产与作业管理组,2017-03-23
2913017,outsourcing,外包；委外,,nan,生产与作业管理组,2020-03-26
2913018,overbooking,超订,,超订,生产与作业管理组,2017-03-23
2913019,overload,超负荷,,超负荷,生产与作业管理组,2017-03-23
2913020,overproduction waste,过量生产浪费,,过量生产浪费,生产与作业管理组,2017-03-23
2913021,overtime,超时,,加时；加点,生产与作业管理组,2017-03-23
2913022,parallel movement,平行移动,,平行移动；单件移动,生产与作业管理组,2017-03-23
2913023,parallel-serial movement,平行顺序移动,,平行顺序移动,生产与作业管理组,2017-03-23
2913024,parameter design,参数设计,,参数设计,生产与作业管理组,2017-03-23
2913025,parent item,上层物料项目,,父项,生产与作业管理组,2017-03-23
2913026,Pareto analysis diagram　,柏拉图分析图,,nan,生产与作业管理组,2017-03-23
2913027,Pareto chart,柏拉图,,帕累托图；排列图,生产与作业管理组,2017-03-23
2913028,Pareto diagram,柏拉图,,帕累托图；排列图,生产与作业管理组,2017-03-23
2913029,part,零件,,零件,生产与作业管理组,2017-03-23
2913030,part coding and classification,零件编码和分类,,零件编码和分类,生产与作业管理组,2017-03-23
