ID,英文名稱,中文名稱,圖片,備註,更新日期
3367489,post-modernism,后现代主义,,,2018-03-21
3367490,post-nationalism,后民族主义,,,2018-03-21
3367491,post-structuralism,后结构主义,,,2018-03-21
3367492,post-test,后测,,,2018-03-21
3367493,postal questionnaire,邮寄问卷,,,2018-03-21
3367494,postcolonial feminism,后殖民女性主义,,,2018-03-21
3367495,postcolonial theory,后殖民理论,,,2018-03-21
3367496,postconvetional morality level,后习俗道德层次,,,2018-03-21
3367497,posterior distribution,事后分配,,,2018-03-21
3367498,postfeminism,后女性主义,,,2018-03-21
3367499,postindustrial society,后工业社会,,,2018-03-21
3367500,postmodern culture,后现代文化,,,2018-03-21
3367501,postmodern feminism,后现代女性主义,,,2018-03-21
3367502,postmodern theory,后现代理论,,,2018-03-21
3367503,postmodernism,后现代主义,,,2018-03-21
3367504,postmodernity,后现代性；后现代,,,2018-03-21
3367505,postpositivism,后实证主义,,,2018-03-21
3367506,poststructuralism,后结构主义,,,2018-03-21
3367507,postulate of adequacy,适当公设 {Schutz},,,2018-03-21
3367508,postulate of logical consistency,逻辑一致性公设 {Schutz},,,2018-03-21
3367509,postulate of subjective interpretation,主观诠释公设 {Schutz},,,2018-03-21
3367510,potlatch,夸富宴,,,2018-03-21
3367511,poverty cycle,贫穷循环,,,2018-03-21
3367512,poverty line,贫穷线,,,2018-03-21
3367513,power,权力,,,2018-03-21
3367514,power elite,权力菁英；权力精英,,,2018-03-21
3367515,powerlessness,无力；无力感,,,2018-03-21
3367516,pr,百分等级,,,2018-03-21
3367517,practical consciousness,实践意识,,,2018-03-21
3367518,practical knowledge,实践知识；实作知识,,,2018-03-21
3367519,practical rationality,实践理性,,,2018-03-21
3367520,practical reasoning,实作推理,,,2018-03-21
3367521,practice,实践；实作；执业,,,2018-03-21
3367522,practice effect,问卷重复练习效应,,,2018-03-21
3367523,practice turn,实作转向,,,2018-03-21
3367524,pragma love,实用爱,,,2018-03-21
3367525,pragmatic science,实用科学,,,2018-03-21
3367526,pragmatism,实用主义；实效主义,,,2018-03-21
3367527,praxis,实践,,,2018-03-21
3367528,pre,削减误差比,,,2018-03-21
3367529,pre-capitalist mode of production,前资本主义生产方式,,,2018-03-21
3367530,"pre-conscious, the",前意识,,,2018-03-21
3367531,pre-genital period,前性器期,,,2018-03-21
3367532,pre-historic times,史前时代,,,2018-03-21
3367533,pre-industrial society,前工业社会,,,2018-03-21
3367534,pre-operational stage,前操作阶段,,,2018-03-21
3367535,pre-test,预试；前测,,,2018-03-21
3367536,pre-understanding,先前理解；前理解,,,2018-03-21
3367537,precipitating factors,催化因素,,,2018-03-21
3367538,precision,精确度；精准度,,,2018-03-21
3367539,preconventional morality level,前习俗道德层次,,,2018-03-21
3367540,predestination,预选说,,,2018-03-21
3367541,predeterminism,预选说,,,2018-03-21
3367542,predictability,可预测性,,,2018-03-21
3367543,prejudice,偏见,,,2018-03-21
3367544,present orientation,现在取向,,,2018-03-21
3367545,presentation of self,自我表现；自我呈现,,,2018-03-21
3367546,presentism,现在主义,,,2018-03-21
3367547,pressure group,压力团体,,,2018-03-21
3367548,prestige,声望；威望,,,2018-03-21
3367549,prestige scale,声望量表,,,2018-03-21
3367550,pretest,预试；前测,,,2018-03-21
3367551,prevalence rate,疾病盛行率,,,2018-03-21
3367552,primary contact,直接接触,,,2018-03-21
3367553,primary data,一手资料；原始资料,,,2018-03-21
3367554,primary deviance,初级偏差,,,2018-03-21
3367555,primary group,初级团体,,,2018-03-21
3367556,primary industry,初级产业,,,2018-03-21
3367557,primary labor market,主要劳动市场,,,2018-03-21
3367558,primary poverty,初级贫穷,,,2018-03-21
3367559,primary sampling unit,基本抽样单位,,,2018-03-21
3367560,primary socialization,初级社会化,,,2018-03-21
3367561,primitive accumulation,原始积累,,,2018-03-21
3367562,primitive communism,原始共产主义,,,2018-03-21
3367563,primitive community,原始社区；原始共同体,,,2018-03-21
3367564,primitive mentality,原始心态,,,2018-03-21
3367565,primitive religion,原始宗教,,,2018-03-21
3367566,primitive society,原始社会,,,2018-03-21
3367567,primogeniture,长子继承；长子继承权；长子继承制,,,2018-03-21
3367568,primordialism,根基论；原生论,,,2018-03-21
3367569,principal component analysis,主成分分析,,,2018-03-21
3367570,principal factor analysis,主因素分析,,,2018-03-21
3367571,principle of least interest,最少利益原则,,,2018-03-21
3367572,principle of parsimony,精简原则；简约原则,,,2018-03-21
3367573,print capitalism,印刷资本主义,,,2018-03-21
3367574,print culture,印刷文化,,,2018-03-21
3367575,prisoner's dilemma,囚犯两难,,,2018-03-21
3367576,privacy,隐私,,,2018-03-21
3367577,private ownership,私有制,,,2018-03-21
3367578,private property,私有财产,,,2018-03-21
3367579,privatization,私有化；民营化,,,2018-03-21
3367580,pro-choice,支持人工流产,,,2018-03-21
3367581,pro-life,反对人工流产,,,2018-03-21
3367582,probability density,机率密度,,,2018-03-21
3367583,probability distribution,机率分配；机率分布,,,2018-03-21
3367584,probability sampling,机率抽样,,,2018-03-21
3367585,probational system,观护制度,,,2018-03-21
3367586,probit regression,累积常态分配回归,,,2018-03-21
3367587,problematic,问题意识,,,2018-03-21
3367588,process sociology,过程社会学；历程社会学,,,2018-03-21
3367589,production force,生产力,,,2018-03-21
3367590,productive forces,生产力,,,2018-03-21
3367591,profane culture,世俗文化,,,2018-03-21
3367592,profession,专业；职业,,,2018-03-21
3367593,professional class,专业阶级,,,2018-03-21
3367594,professional ethics,专业伦理,,,2018-03-21
3367595,professional ethnics,专业伦理；类比,,,2018-03-21
3367596,professionalization,专业化,,,2018-03-21
3367597,profit system,利润制,,,2018-03-21
3367598,profit-sharing system,分红制,,,2018-03-21
3367599,programmed society,程式化社会,,,2018-03-21
3367600,progress,进步,,,2018-03-21
3367601,progressivism,进步主义,,,2018-03-21
3367602,project,计划；投射 {现象学},,,2018-03-21
3367603,proletarian revolution,无产阶级革命,,,2018-03-21
3367604,proletarianization,普罗化；无产阶级化,,,2018-03-21
3367605,proletariat,无产阶级；普罗大众,,,2018-03-21
3367606,proliferation-of-center theory,中心蔓延理论,,,2018-03-21
3367607,prolonged adolescence,延长青少年期,,,2018-03-21
3367608,promiscuity,乱婚,,,2018-03-21
3367609,propaganda,宣传,,,2018-03-21
3367610,property,财产,,,2018-03-21
3367611,property crime,财产犯罪,,,2018-03-21
3367612,propinquity,接近性,,,2018-03-21
3367613,proportionate sampling,比例抽样,,,2018-03-21
3367614,proposition,命题,,,2018-03-21
3367615,prostitution,卖淫,,,2018-03-21
3367616,protest,抗争,,,2018-03-21
3367617,Protestant ethic,基督新教伦理；新教伦理,,,2018-03-21
3367618,Protestant Ethic Thesis,新教伦理论旨；新教伦理命题,,,2018-03-21
3367619,provincialism,狭隘地方主义,,,2018-03-21
3367620,proximity,临近性,,,2018-03-21
3367621,pseudo-event,伪事件,,,2018-03-21
3367622,pseudo-urbanization,假都市化,,,2018-03-21
3367623,psychoanalysis,精神分析；心理分析,,,2018-03-21
3367624,psychological distance,心理距离,,,2018-03-21
3367625,psychological reductionism,心理化约论,,,2018-03-21
3367626,psychopathic personality,精神病态人格,,,2018-03-21
3367627,puberty ceremony,青春期仪式,,,2018-03-21
3367628,public,公众,,,2018-03-21
3367629,public enterprise,公有企业,,,2018-03-21
3367630,public goods,公共财,,,2018-03-21
3367631,public intellectual,公共知识分子,,,2018-03-21
3367632,public opinion,舆论；民意,,,2018-03-21
3367633,public opinion poll,民意调查,,,2018-03-21
3367634,public ownership,公有权；公有制,,,2018-03-21
3367635,public property,公有财产,,,2018-03-21
3367636,public sector,公部门；公共部门,,,2018-03-21
3367637,public sociology,公共社会学,,,2018-03-21
3367638,public sphere,公共领域,,,2018-03-21
3367639,public utilities,公用事业,,,2018-03-21
3367640,punishment,惩罚,,,2018-03-21
3367641,pure sociology,纯粹社会学,,,2018-03-21
3367642,pure type,纯粹类型,,,2018-03-21
3367643,purposive behavior,有目的行为,,,2018-03-21
3367644,purposive sampling,立意抽样,,,2018-03-21
3367645,purposive-rational action,目的理性行动,,,2018-03-21
3367646,qualitative analysis,质化分析,,,2018-03-21
3367647,qualitative comparative analysis {=QCA},质性比较分析,,,2018-03-21
3367648,qualitative research,质化研究,,,2018-03-21
3367649,quantification,量化,,,2018-03-21
3367650,quantitative analysis,量化分析,,,2018-03-21
3367651,quantitative research,量化研究,,,2018-03-21
3367652,quartile,准实验设计,,,2018-03-21
3367653,quasi-experimental design,准实验设计,,,2018-03-21
3367654,quasi-religion,拟似宗教；准宗教,,,2018-03-21
3367655,queer theory,酷儿理论,,,2018-03-21
3367656,questionnaire,问卷,,,2018-03-21
3367657,questionnaire method,问卷方法,,,2018-03-21
3367658,questionnaire survey,问卷调查,,,2018-03-21
3367659,quota sample,配额样本,,,2018-03-21
3367660,quota sampling,配额抽样,,,2018-03-21
3367661,race,种族,,,2018-03-21
3367662,race attitude,种族态度,,,2018-03-21
3367663,race conflict,种族冲突,,,2018-03-21
3367664,race difference,种族差异,,,2018-03-21
3367665,race hygiene,种族卫生,,,2018-03-21
3367666,race prejudice,种族偏见,,,2018-03-21
3367667,race suicide,种族自杀,,,2018-03-21
3367668,racial de-segregation,种族反隔离,,,2018-03-21
3367669,racial determinism,种族决定论,,,2018-03-21
3367670,racial discrimination,种族歧视,,,2018-03-21
3367671,racial prejudice,种族偏见,,,2018-03-21
3367672,racial segregation,种族隔离,,,2018-03-21
3367673,racism,种族歧视；种族主义,,,2018-03-21
3367674,radical feminism,基进女性主义,,,2018-03-21
3367675,random assignment,随机分派,,,2018-03-21
3367676,random check,随机核对,,,2018-03-21
3367677,random effect,随机效果,,,2018-03-21
3367678,random error,随机误差,,,2018-03-21
3367679,random sample,随机样本,,,2018-03-21
3367680,random sampling,随机抽样,,,2018-03-21
3367681,range,全距,,,2018-03-21
3367682,rapport,建立关系,,,2018-03-21
3367683,rating scale,评分量表,,,2018-03-21
3367684,rational action,理性行动,,,2018-03-21
3367685,rational choice theory,理性选择理论,,,2018-03-21
3367686,rational consensus,理性共识,,,2018-03-21
3367687,rationalism,理性主义,,,2018-03-21
3367688,rationality,理性,,,2018-03-21
3367689,rationalization,合理化；理性化,,,2018-03-21
3367690,rationalized leisure,理性化休闲,,,2018-03-21
3367691,realism,实在论；写实主义 {文学}；现实主义 {政治},,,2018-03-21
3367692,reality,现实；实在,,,2018-03-21
3367693,reality principle,现实原则 {Sigmund Freud},,,2018-03-21
3367694,reality TV,电视实境秀,,,2018-03-21
3367695,rebellion,反叛,,,2018-03-21
3367696,recidivism,再犯,,,2018-03-21
3367697,reciprocal relation,相互关系,,,2018-03-21
3367698,reciprocity,互惠,,,2018-03-21
3367699,recognition,承认；肯认；认知,,,2018-03-21
3367700,recognition politics,承认政治；肯认政治,,,2018-03-21
3367701,recreation,育乐；再创造,,,2018-03-21
3367702,recreation movement,正当育乐运动,,,2018-03-21
3367703,recuperation,主流收编,,,2018-03-21
3367704,redundancy,备援；冗员；冗码；冗余讯息,,,2018-03-21
3367705,reference group,参考团体,,,2018-03-21
3367706,Reference Scheme,参考图式；参考架构,,,2018-03-21
3367707,refined culture,精致文化,,,2018-03-21
3367708,reflective modernization,反身现代化；反思型现代化,,,2018-03-21
3367709,reflexive modernity,反身现代性；反思型现代性,,,2018-03-21
3367710,reflexive modernization,反身现代化；反思型现代化,,,2018-03-21
3367711,reflexivity,反身性；反思性；自反性,,,2018-03-21
3367712,reform,改良；改革,,,2018-03-21
3367713,Reformation,宗教改革,,,2018-03-21
3367714,reformatory,感化院,,,2018-03-21
3367715,reformism,改良主义；改革主义,,,2018-03-21
3367716,regime,政权,,,2018-03-21
3367717,region of acceptance,接受域,,,2018-03-21
3367718,region of rejection,拒斥域,,,2018-03-21
3367719,regionalism,区域主义,,,2018-03-21
3367720,regression,回归,,,2018-03-21
3367721,regression analysis,回归分析,,,2018-03-21
3367722,regression coefficient,回归系数,,,2018-03-21
3367723,regression model,回归模型,,,2018-03-21
3367724,regulation school,调节学派,,,2018-03-21
3367725,regulation theory,调节理论,,,2018-03-21
3367726,reification,具象化；实体化；物化,,,2018-03-21
3367727,rejection region,拒绝域,,,2018-03-21
3367728,relation of production,生产关系,,,2018-03-21
3367729,relational methodology,关系性的方法学,,,2018-03-21
3367730,relational methods,关系性的方法,,,2018-03-21
3367731,relational sociology,关系性社会学,,,2018-03-21
3367732,relations of production,生产关系,,,2018-03-21
3367733,relative autonomy,相对流动,,,2018-03-21
3367734,relative deprivation,相对剥夺；相对剥夺感,,,2018-03-21
3367735,relative mobility,相对流动,,,2018-03-21
3367736,relative poverty,相对贫穷,,,2018-03-21
3367737,relativism,相对论；相对主义,,,2018-03-21
3367738,reliability,信度,,,2018-03-21
3367739,reliance on available subjects,仰赖可得样本法,,,2018-03-21
3367740,religion,宗教,,,2018-03-21
3367741,religiosity,宗教性,,,2018-03-21
3367742,religious revival,宗教复兴,,,2018-03-21
3367743,remarriage,再婚,,,2018-03-21
3367744,rent,租金,,,2018-03-21
3367745,reorganization,改组；重组,,,2018-03-21
3367746,repeated measure,可复制性,,,2018-03-21
3367747,repertoire,戏码；曲码,,,2018-03-21
3367748,replacement level,替换水准,,,2018-03-21
3367749,representation,再现；代表；表征,,,2018-03-21
3367750,repression,压制 {政治}；压抑 {心理},,,2018-03-21
3367751,repressive law,压制型法律,,,2018-03-21
3367752,repressive state apparatus,压制型国家机器；压制性国家机器,,,2018-03-21
3367753,reproducibility,可复制性,,,2018-03-21
3367754,reproduction,再生产；繁殖,,,2018-03-21
3367755,republic,共和；共和体制,,,2018-03-21
3367756,research design,研究设计,,,2018-03-21
3367757,research ethics,研究伦理,,,2018-03-21
3367758,research hypothesis,研究假设,,,2018-03-21
3367759,residential segregation,资源分配,,,2018-03-21
3367760,residual,残差值,,,2018-03-21
3367761,residue,残基,,,2018-03-21
3367762,resocialization,再社会化,,,2018-03-21
3367763,resource allocation,资源分配,,,2018-03-21
3367764,resource mobilization,资源动员,,,2018-03-21
3367765,resource mobilization theory,资源动员论,,,2018-03-21
3367766,restitutive law,恢复型法律,,,2018-03-21
3367767,restitutive sanction,恢复型制裁,,,2018-03-21
3367768,restorative justice,恢复型正义,,,2018-03-21
3367769,restricted code,受限符码,,,2018-03-21
3367770,retreatism,退缩主义,,,2018-03-21
3367771,reverse discrimination,逆向歧视,,,2018-03-21
3367772,revisionism,修正主义,,,2018-03-21
3367773,revitalization movement,复兴运动,,,2018-03-21
3367774,revolt,叛乱,,,2018-03-21
3367775,revolution,革命,,,2018-03-21
3367776,revolutionary movement,革命运动,,,2018-03-21
3367777,reward system,奖赏制度,,,2018-03-21
3367778,riot,暴动,,,2018-03-21
3367779,risk,风险,,,2018-03-21
3367780,risk society,风险社会,,,2018-03-21
3367781,rite of passage,通过仪式,,,2018-03-21
3367782,ritual,礼仪；仪式,,,2018-03-21
3367783,ritualism,仪式主义,,,2018-03-21
3367784,rivalry,颉颃,,,2018-03-21
3367785,role,角色,,,2018-03-21
3367786,role conflict,角色冲突,,,2018-03-21
3367787,role differentiation,角色分化,,,2018-03-21
3367788,role distance,角色距离,,,2018-03-21
3367789,role expectation,角色期待,,,2018-03-21
3367790,role playing,角色扮演,,,2018-03-21
3367791,role set,角色组,,,2018-03-21
3367792,role strain,角色紧张,,,2018-03-21
3367793,role theory,角色理论,,,2018-03-21
3367794,role-playing,角色扮演,,,2018-03-21
3367795,romantic conservatism,浪漫保守主义,,,2018-03-21
3367796,romantic love,浪漫爱,,,2018-03-21
3367797,romanticism,浪漫主义,,,2018-03-21
3367798,rounding error,进位误差,,,2018-03-21
3367799,routine,例行事务；常规,,,2018-03-21
3367800,routinization,例行化；常规化,,,2018-03-21
3367801,routinization of charisma,卡理斯玛的例行化；卡理斯玛的常规化,,,2018-03-21
3367802,ruling class,统治阶级,,,2018-03-21
3367803,rumor,谣言,,,2018-03-21
3367804,rural community,乡村社区；农村社区；田园社区,,,2018-03-21
3367805,rural sociology,乡村社会学,,,2018-03-21
3367806,rural urbanization,乡村都市化,,,2018-03-21
3367807,rural-urban continuum,城乡连续体,,,2018-03-21
3367808,rural-urban dichotomy,城乡迁移,,,2018-03-21
3367809,rural-urban interdependence,城乡汇流,,,2018-03-21
3367810,rural-urban migration,城乡迁移,,,2018-03-21
3367811,rurbanization,城乡汇流,,,2018-03-21
3367812,sabotage,破坏机械；破坏,,,2018-03-21
3367813,sadism,虐待癖；虐待狂；愉虐,,,2018-03-21
3367814,sadomasochism,施虐受虐癖,,,2018-03-21
3367815,salad bowl,沙拉碗；族群混处,,,2018-03-21
3367816,sample,样本,,,2018-03-21
3367817,sample estimate,样本估计量,,,2018-03-21
3367818,sample estimator,样本估计式,,,2018-03-21
3367819,sample statistics,样本统计量,,,2018-03-21
3367820,sample variance,样本变异数,,,2018-03-21
3367821,sampling,抽样,,,2018-03-21
3367822,sampling bias,抽样偏差；抽样偏误,,,2018-03-21
3367823,sampling by convenience,便利抽样,,,2018-03-21
3367824,sampling distribution,抽样误差,,,2018-03-21
3367825,sampling error,抽样误差,,,2018-03-21
3367826,sanction,制裁；奖惩；裁定,,,2018-03-21
3367827,saturation point,饱和点,,,2018-03-21
3367828,savagery,蒙昧,,,2018-03-21
3367829,scandal,丑闻,,,2018-03-21
3367830,scapegoat,代罪羔羊；替罪羔羊,,,2018-03-21
3367831,scarcity,稀少；匮乏,,,2018-03-21
3367832,scepticism,怀疑主义,,,2018-03-21
3367833,Science and Technology Studies,科技研究,,,2018-03-21
3367834,scientific community,科学社群；科学界,,,2018-03-21
3367835,scientific knowledge,科学知识,,,2018-03-21
3367836,scientific management,科学管理,,,2018-03-21
3367837,scientific method,科学方法,,,2018-03-21
3367838,scientific objects,科技物,,,2018-03-21
3367839,scientific revolution,科学革命,,,2018-03-21
3367840,scientific socialism,科学的社会主义,,,2018-03-21
3367841,scientism,科学主义；科学万能主义,,,2018-03-21
3367842,sd,标准差,,,2018-03-21
3367843,se,标准差,,,2018-03-21
3367844,second demographic transition,第二次人口转型,,,2018-03-21
3367845,second international,第二国际,,,2018-03-21
3367846,secondary contact,次级接触；间接接触,,,2018-03-21
3367847,secondary data,二手资料；次级资料,,,2018-03-21
3367848,secondary data analysis,次级资料分析,,,2018-03-21
3367849,secondary deviance,扇状模型,,,2018-03-21
3367850,secondary group,次级团体,,,2018-03-21
3367851,secondary industry,世俗宗教,,,2018-03-21
3367852,secondary labor market,次级劳动市场,,,2018-03-21
3367853,secondary poverty,次级贫穷,,,2018-03-21
3367854,secondary relationship,次级关系,,,2018-03-21
3367855,secondary socialization,次级社会化,,,2018-03-21
3367856,secret association,秘密结社,,,2018-03-21
3367857,secret society,秘密社会；秘密会社,,,2018-03-21
3367858,sect,教派,,,2018-03-21
3367859,sectarianism,教派主义,,,2018-03-21
3367860,sector model,扇状模型,,,2018-03-21
3367861,sector model of city,都市扇形模型,,,2018-03-21
3367862,secular religion,世俗宗教,,,2018-03-21
3367863,secular society,世俗社会,,,2018-03-21
3367864,secularization,世俗化,,,2018-03-21
3367865,segmental society,环节社会,,,2018-03-21
3367866,segmentary differentiation,分支分化,,,2018-03-21
3367867,segregated conjugal roles,区隔的配偶角色,,,2018-03-21
3367868,segregation,隔离,,,2018-03-21
3367869,selection bias,选择偏误,,,2018-03-21
3367870,selectivity,选择性,,,2018-03-21
3367871,self concept,自我概念,,,2018-03-21
3367872,self control,自制,,,2018-03-21
3367873,self disclosure,自我揭露,,,2018-03-21
3367874,self esteem,自尊,,,2018-03-21
3367875,self estrangement,自我疏离；自我异化,,,2018-03-21
3367876,self fulfilling prophecy,自我应验的预言；自我实现的预言,,,2018-03-21
3367877,self image,自我形象,,,2018-03-21
3367878,self labelling,自我贴标签,,,2018-03-21
3367879,self perception,自我知觉,,,2018-03-21
3367880,self preservation,自我保存,,,2018-03-21
3367881,self reference,自我参照；自我指涉,,,2018-03-21
3367882,self-attribution,自我归因,,,2018-03-21
3367883,self-consciousness,自我意识,,,2018-03-21
3367884,self-determination,自决,,,2018-03-21
3367885,self-efficacy,自我效能,,,2018-03-21
3367886,self-employed,自雇者,,,2018-03-21
3367887,self-employment,自营作业；自我雇用,,,2018-03-21
3367888,self-esteem,自尊,,,2018-03-21
3367889,self-estrangement,自我疏离；自我异化,,,2018-03-21
3367890,self-fulfilling prophecy,自我应验的预言；自我实现的预言,,,2018-03-21
3367891,self-fulfillment,自我实现,,,2018-03-21
3367892,self-identity,自我认同,,,2018-03-21
3367893,self-image,自我形象,,,2018-03-21
3367894,self-interest,自利,,,2018-03-21
3367895,self-observation,自我观察,,,2018-03-21
3367896,self-perpetuation,自我延续,,,2018-03-21
3367897,self-preservation,自我保存,,,2018-03-21
3367898,self-realization,自我实现,,,2018-03-21
3367899,self-serving bias,自利偏误,,,2018-03-21
3367900,self-surveillance,自我监控,,,2018-03-21
3367901,self-weighting,自我加权,,,2018-03-21
3367902,sem,结构方程式模型,,,2018-03-21
3367903,semantics,语意学；语意,,,2018-03-21
3367904,semi-leisure,半休闲,,,2018-03-21
3367905,semi-periphery,半边陲,,,2018-03-21
3367906,semi-skilled worker,半技术工人,,,2018-03-21
3367907,semi-structured interview,半结构式访谈；半结构访问,,,2018-03-21
3367908,semi-unemployment,半失业,,,2018-03-21
3367909,semiology,符号学,,,2018-03-21
3367910,semiotics,符号学,,,2018-03-21
3367911,semiskilled labor,半技术劳动,,,2018-03-21
3367912,sensate culture,偏于感觉的文化,,,2018-03-21
3367913,sensation,感觉,,,2018-03-21
3367914,sense,感官；感觉,,,2018-03-21
3367915,sense making theory,意义建构理论,,,2018-03-21
3367916,sense of belonging,归属感,,,2018-03-21
3367917,sensibility,感知能力；感性能力,,,2018-03-21
3367918,sensitivity,敏感度,,,2018-03-21
3367919,sensitivity training,敏感度训练,,,2018-03-21
3367920,sensitizing concept,敏感概念,,,2018-03-21
3367921,sentiment,情操,,,2018-03-21
3367922,separation,分居,,,2018-03-21
3367923,separation of ownership and control,经营权与所有权分离,,,2018-03-21
3367924,separation of powers,分权；权力分立,,,2018-03-21
3367925,separatist movement,性别角色,,,2018-03-21
3367926,sequence,顺序；次序,,,2018-03-21
3367927,sequential analysis,序列分析,,,2018-03-21
3367928,sequential sampling,性别结婚率,,,2018-03-21
3367929,serf,农奴,,,2018-03-21
3367930,serfdom,农奴制,,,2018-03-21
3367931,serial correlation,雌雄异形,,,2018-03-21
3367932,serial monogamy,性革命,,,2018-03-21
3367933,serious leisure,认真休闲；严肃休闲,,,2018-03-21
3367934,service class,服务阶级,,,2018-03-21
3367935,service industry,性别角色,,,2018-03-21
3367936,set theory,性别结婚率,,,2018-03-21
3367937,settled population,常住人口,,,2018-03-21
3367938,Settlement Movement,睦邻运动,,,2018-03-21
3367939,sex,雌雄异形,,,2018-03-21
3367940,sex identity,性认同；性身分,,,2018-03-21
3367941,sex preference,性偏好,,,2018-03-21
3367942,sex ratio,性别比,,,2018-03-21
3367943,sex ratio at birth,出生性别比,,,2018-03-21
3367944,sex role,性别角色,,,2018-03-21
3367945,sex tourism,性观光；性旅游,,,2018-03-21
3367946,sex worker,性工作者,,,2018-03-21
3367947,sex-specific marriage rate,性别结婚率,,,2018-03-21
3367948,sexism,性别歧视,,,2018-03-21
3367949,sexual citizenship,性公民权,,,2018-03-21
3367950,sexual dimorphism,雌雄异形,,,2018-03-21
3367951,sexual discrimination,性歧视；性别歧视,,,2018-03-21
3367952,sexual division of labor,性别分工,,,2018-03-21
3367953,sexual harrassment,性骚扰,,,2018-03-21
3367954,sexual identity,性认同；性身份,,,2018-03-21
3367955,sexual narrative,性叙事,,,2018-03-21
3367956,sexual orientation,性取向,,,2018-03-21
3367957,sexual politics,性政治,,,2018-03-21
3367958,sexual revolution,性革命,,,2018-03-21
3367959,sexual script,性脚本,,,2018-03-21
3367960,sexuality,性；性别；性取向,,,2018-03-21
3367961,Shaman,萨满；巫师,,,2018-03-21
3367962,Shamanism,萨满教,,,2018-03-21
3367963,shame,羞耻；耻感,,,2018-03-21
3367964,shame culture,耻感文化,,,2018-03-21
3367965,Shintoism,神道教,,,2018-03-21
3367966,sick role,病人角色；生病角色,,,2018-03-21
3367967,sign,记号；符号,,,2018-03-21
3367968,significance level,显著水准,,,2018-03-21
3367969,significance test,显著性检定,,,2018-03-21
3367970,significant difference,显著差异,,,2018-03-21
3367971,significant gesture,有意义的姿势,,,2018-03-21
3367972,significant other,重要他人；重要他者,,,2018-03-21
3367973,significant symbol,有意义的符号,,,2018-03-21
3367974,signification,表意；意义,,,2018-03-21
3367975,signified,所指；意指,,,2018-03-21
3367976,signifier,能指；意符,,,2018-03-21
3367977,Sikhism,锡克教,,,2018-03-21
3367978,silent majority,沉默的多数,,,2018-03-21
3367979,simple commodity production,简单商品生产,,,2018-03-21
3367980,simple determination,单元决定,,,2018-03-21
3367981,simple random sampling,简单随机抽样,,,2018-03-21
3367982,simulacra,拟仿物,,,2018-03-21
3367983,simulation,模拟；拟态,,,2018-03-21
3367984,single parenthood,单亲家庭,,,2018-03-21
3367985,single-parent family,单亲家庭,,,2018-03-21
3367986,sit-in,静坐抗议,,,2018-03-21
3367987,situated knowledge,处境知识；情境知识,,,2018-03-21
3367988,situatedness,情境性；处境性,,,2018-03-21
3367989,situational analysis,情境分析,,,2018-03-21
3367990,situational identity,情境式认同；情境式身份,,,2018-03-21
3367991,skewed distribution,偏态分布,,,2018-03-21
3367992,skilled labor,技术劳动,,,2018-03-21
3367993,skilled worker,技术工人；熟练工,,,2018-03-21
3367994,slack,冗余,,,2018-03-21
3367995,slave emancipation,奴隶解放,,,2018-03-21
3367996,slavery,奴隶制,,,2018-03-21
3367997,slavery system,奴隶制,,,2018-03-21
3367998,slum,贫民窟,,,2018-03-21
3367999,small group,小团体,,,2018-03-21
3368000,snowball sampling,滚雪球抽样,,,2018-03-21
3368001,sociability,社会性；社交性,,,2018-03-21
3368002,social acceptance,社会接受,,,2018-03-21
3368003,social action,社会行动,,,2018-03-21
3368004,social action theory,社会行动理论,,,2018-03-21
3368005,social adaptation,社会适应,,,2018-03-21
3368006,social anthropology,社会人类学,,,2018-03-21
3368007,social approval,社会赞同；社会认可,,,2018-03-21
3368008,social base map,社会基图,,,2018-03-21
3368009,social behavior,社会行为,,,2018-03-21
3368010,social behaviorism,社会行为论,,,2018-03-21
3368011,social bond,社会联系；社会纽带,,,2018-03-21
3368012,social capital,社会资本,,,2018-03-21
3368013,social change,社会变迁,,,2018-03-21
3368014,social circle,社会圈,,,2018-03-21
3368015,social citizenship,社会公民权,,,2018-03-21
3368016,social class,社会阶级,,,2018-03-21
3368017,social cleavage,社会分歧；社会分裂,,,2018-03-21
3368018,social closure,社会封闭,,,2018-03-21
3368019,social cognition,社会认知,,,2018-03-21
3368020,social cohesion,社会凝聚,,,2018-03-21
3368021,social conditioning,社会制约,,,2018-03-21
3368022,social constitution,社会构成,,,2018-03-21
3368023,social constraint,社会强制,,,2018-03-21
3368024,social construction,社会建构,,,2018-03-21
3368025,social constructionism,社会建构主义；社会建构论,,,2018-03-21
3368026,social constructivism,社会建构主义,,,2018-03-21
3368027,social consumption,社会消费,,,2018-03-21
3368028,social contagion,社会传染,,,2018-03-21
3368029,social contract,社会契约,,,2018-03-21
3368030,social contract theory,社会契约论,,,2018-03-21
3368031,social control,社会控制,,,2018-03-21
3368032,social darwinism,社会达尔文主义,,,2018-03-21
3368033,social degeneration,社会退化,,,2018-03-21
3368034,social democracy,社会民主；社会民主主义；社会民主体制,,,2018-03-21
3368035,social demography,社会人口学,,,2018-03-21
3368036,social density,社会密度,,,2018-03-21
3368037,social development,社会发展,,,2018-03-21
3368038,social differentiation,社会分化,,,2018-03-21
3368039,social disease,社会病；社交病；性病,,,2018-03-21
3368040,social disintegration,社会解体,,,2018-03-21
3368041,social disorganization,社会解组,,,2018-03-21
