ID,英文詞彙,中文名詞,備註,審定日期,更新日期
21390046,ballastless track,无道碴轨道,捷运,2025.12.09,2026-06-25
21390047,baseplate,钢轨基钣｛混凝土枕｝,捷运,2026.06.22,2026-06-25
21390048,bearing plate,支承钣,捷运,2025.12.09,2026-06-25
21390049,beginning of curve,曲线起点,捷运,2025.12.09,2026-06-25
21390050,beginning of vertical curve,竖曲线起点,捷运,2025.12.09,2026-06-25
21390051,benefit assessment,受益评估；效益评估,捷运,2025.12.09,2026-06-25
21390052,bi-directional ventilation,双向通风,捷运,2025.12.09,2026-06-25
21390053,bike-and-ride,自行车转乘,捷运,2025.12.09,2026-06-25
21390054,blended brake,混合煞车,捷运,2025.12.09,2026-06-25
21390055,bored tunnel,钻掘隧道,捷运,2025.12.09,2026-06-25
21390056,bored tunneling method,钻掘隧道工法,捷运,2025.12.09,2026-06-25
21390057,brake caliper,煞车钳,捷运,2025.12.09,2026-06-25
21390058,bridging slab,跨接版{明挖与潜遁交接的版子},捷运,2025.12.09,2026-06-25
21390059,B-type right-of-way,B型路权；部分专用路权,捷运,2025.12.09,2026-06-25
21390060,building protection,建物保护,捷运,2025.12.09,2026-06-25
21390061,build-transfer (BT),兴建-移转,捷运,2025.12.09,2026-06-25
21390062,bus lane,公车专用道；公车专用车道,捷运,2026.06.22,2026-06-25
21390063,bus rapid transit (BRT),公车捷运系统,捷运,2025.12.09,2026-06-25
21390064,bus street,公车专用街道,捷运,2025.12.09,2026-06-25
21390065,busway,公车专用道路,捷运,2025.12.09,2026-06-25
21390066,cab,驾驶室{铁路列车},捷运,2025.12.09,2026-06-25
21390067,cable car,缆车,捷运,2025.12.09,2026-06-25
21390068,car washing plant,车厢清洗厂,捷运,2025.12.09,2026-06-25
21390069,carpool,汽车共乘,捷运,2025.12.09,2026-06-25
21390070,cash box,现金盒,捷运,2025.12.09,2026-06-25
21390071,catch basin,沉砂池,捷运,2025.12.09,2026-06-25
21390072,circular curve,圆曲线,捷运,2025.12.09,2026-06-25
21390073,civil speed limit,土建速限；轨道速限,捷运,2025.12.09,2026-06-25
21390074,clip insulator,扣夹绝缘垫片,捷运,2025.12.09,2026-06-25
21390075,closed circuit television (CCTV),闭路电视,捷运,2025.12.09,2026-06-25
21390076,coasting,惰力运转；滑行运转,捷运,2026.06.22,2026-06-25
21390077,coefficient of derailment,出轨系数,捷运,2025.12.09,2026-06-25
21390078,coin box,硬币盒,捷运,2025.12.09,2026-06-25
21390079,color position light signal,色灯位置号志；色灯列式号志,捷运,2025.12.09,2026-06-25
21390081,communication and signaling equipment room,通讯与号志设备室,捷运,2025.12.09,2026-06-25
21390082,communication based train control (CBTC),通讯式列车控制系统,捷运,2025.12.09,2026-06-25
21390083,commuter rail,通勤铁路,捷运,2025.12.09,2026-06-25
21390084,commuter service,通勤服务｛运输｝,捷运,2026.06.22,2026-06-25
21390085,compound curve,复曲线,捷运,2025.12.09,2026-06-25
21390086,conceptual design review (CDR),概念设计审查,捷运,2025.12.09,2026-06-25
21390087,conductor rail envelope,导电轨包络线,捷运,2025.12.09,2026-06-25
21390088,construction joint,施工缝,捷运,2025.12.09,2026-06-25
21390089,contraflow bus lane (CBL),逆向公车专用道,捷运,2025.12.09,2026-06-25
21390090,corridor,路廊{运输规划}；廊道{捷运土建},捷运,2025.12.09,2026-06-25
21390091,corridor study,路廊研究,捷运,2025.12.09,2026-06-25
21390092,corrugation,波状磨耗,捷运,2025.12.09,2026-06-25
21390093,cost breakdown,成本结构分析；成本拆解；单价分析,捷运,2025.12.09,2026-06-25
21390094,crash wall,防撞墙,捷运,2026.06.22,2026-06-25
21390095,criteria of environmental sound level,环境音量标准,捷运,2025.12.09,2026-06-25
21390096,cross passage,连络通道{隧道},捷运,2025.12.09,2026-06-25
21390097,crown,顶拱,捷运,2025.12.09,2026-06-25
21390098,C-type right-of-way,C型路权；混合路权,捷运,2025.12.09,2026-06-25
21390099,current collecting device,集电装置,捷运,2025.12.09,2026-06-25
21390100,current collector,集电靴,捷运,2025.12.09,2026-06-25
21390101,curve marker,曲线标识,捷运,2025.12.09,2026-06-25
21390102,curve post,曲线标识,捷运,2025.12.09,2026-06-25
21390103,cut and cover tunnel,明挖覆盖隧道,捷运,2025.12.09,2026-06-25
21390104,cut and cover tunneling method,明挖覆盖隧道工法,捷运,2025.12.09,2026-06-25
21390105,damper,阻尼器；减震器；挡板,捷运,2025.12.09,2026-06-25
21390106,daylight,出土段{地下隧道}；出露；昼光{建筑},捷运,2025.12.09,2026-06-25
21390107,dead-end platform,末轨式月台,捷运,2025.12.09,2026-06-25
21390108,demand-responsive transit system (DRTS),需求反应式客运系统,捷运,2025.12.09,2026-06-25
21390109,depot connection line,机厂进出线,捷运,2025.12.09,2026-06-25
21390110,depreciation cost,折旧成本,捷运,2025.12.09,2026-06-25
21390111,design alternative study,设计替代方案研究,捷运,2025.12.09,2026-06-25
21390112,design lot,设计区段,捷运,2025.12.09,2026-06-25
21390113,design year,设计目标年,捷运,2025.12.09,2026-06-25
21390114,diamond crossing,菱形交叉{轨道},捷运,2025.12.09,2026-06-25
21390115,diesel hydraulic locomotive,柴液式机车,捷运,2025.12.09,2026-06-25
21390116,direct fixation rail fastener,无道碴道床钢轨扣件,捷运,2025.12.09,2026-06-25
21390117,direct fixation track,直接固结式轨道,捷运,2026.06.22,2026-06-25
21390118,direct line telephone system (DLTS),直通电话系统,捷运,2025.12.09,2026-06-25
21390119,door open indicator light,门开指示灯,捷运,2025.12.09,2026-06-25
21390120,double crossover,双横渡线；交叉横渡线,捷运,2025.12.09,2026-06-25
21390121,double-deck railcar,双层铁路车厢,捷运,2025.12.09,2026-06-25
21390122,double-stack train (DST),双层货柜列车,捷运,2025.12.09,2026-06-25
21390123,down time,故障时间,捷运,2025.12.09,2026-06-25
21390124,downtown people mover (DPM),市区运人系统,捷运,2025.12.09,2026-06-25
21390125,driving motor car,驾驶室动力车,捷运,2025.12.09,2026-06-25
21390126,dual-mode bus,双用公车,捷运,2025.12.09,2026-06-25
21390127,dynamic acceptance test,动态验收测试,捷运,2025.12.09,2026-06-25
21390128,earth dump site,土资场,捷运,2025.12.09,2026-06-25
21390129,earthing switch,接地开关,捷运,2025.12.09,2026-06-25
21390130,elastomeric bearing pad,弹性支承垫,捷运,2025.12.09,2026-06-25
21390131,electrical and mechanical systemwide test,机电系统测试,捷运,2025.12.09,2026-06-25
21390132,electronic toll,电子道路收费,捷运,2025.12.09,2026-06-25
21390133,electro-pneumatic brake,电气煞车,捷运,2025.12.09,2026-06-25
21390134,elevated section,高架段,捷运,2025.12.09,2026-06-25
21390135,embedded track,嵌入式轨道,捷运,2025.12.09,2026-06-25
21390136,emergency exit,紧急出口,捷运,2025.12.09,2026-06-25
21390137,emergency platform door,紧急月台门；紧急月台逃生门,捷运,2026.06.22,2026-06-25
21390138,emergency plunger (EP),紧急停车按钮,捷运,2025.12.09,2026-06-25
21390139,platform end door,月台端门,捷运,2026.06.22,2026-06-25
21390140,end wall,端墙,捷运,2025.12.09,2026-06-25
21390141,engineering car,工程车,捷运,2025.12.09,2026-06-25
21390142,environmental control system,环境控制系统,捷运,2025.12.09,2026-06-25
21390143,environmental impact assessment (EIA),环境冲击评估；环境影响评估,捷运,2025.12.09,2026-06-25
21390144,equilibrium cant,平衡超高,捷运,2025.12.09,2026-06-25
21390145,escape route,逃生路径,捷运,2025.12.09,2026-06-25
21390146,excess cant,过超高,捷运,2025.12.09,2026-06-25
21390147,exclusive right-of-way,专用路权,捷运,2025.12.09,2026-06-25
21390148,express service,快速服务｛运输｝,捷运,2026.06.22,2026-06-25
21390149,facing movement,面向岔尖行驶,捷运,2025.12.09,2026-06-25
21390150,failure diagnosis,故障诊断,捷运,2025.12.09,2026-06-25
21390151,fare map,票价图,捷运,2025.12.09,2026-06-25
21390152,fault monitoring,故障监测,捷运,2025.12.09,2026-06-25
21390153,final inspection & testing for revenue service,履勘,捷运,2025.12.09,2026-06-25
21390154,fixed signal,固定号志,捷运,2025.12.09,2026-06-25
21390155,flange lubricator,轮缘润滑器,捷运,2025.12.09,2026-06-25
21390156,flangeway,轮缘槽,捷运,2025.12.09,2026-06-25
21390157,flash butt welding,电阻火花对焊；闪电焊接,捷运,2025.12.09,2026-06-25
21390158,flat car,平车,捷运,2026.06.22,2026-06-25
21390159,floating slab track (FST),浮动道床,捷运,2025.12.09,2026-06-25
21390160,for-hire public transportation,租用公共运输,捷运,2025.12.09,2026-06-25
21390161,formal acceptance inspection,正式验收检查,捷运,2025.12.09,2026-06-25
21390162,freezing method,冷冻工法,捷运,2025.12.09,2026-06-25
21390163,friction brake,摩擦煞车,捷运,2025.12.09,2026-06-25
21390164,full service brake,最大正常煞车,捷运,2025.12.09,2026-06-25
21390165,full speed operation,全速运转,捷运,2025.12.09,2026-06-25
21390166,fully heated treatment,全断面热处理,捷运,2025.12.09,2026-06-25
21390167,funicular railway,缆索铁路,捷运,2025.12.09,2026-06-25
21390168,gauge plate,轨距垫钣,捷运,2025.12.09,2026-06-25
21390169,gauge side,轨距侧,捷运,2025.12.09,2026-06-25
21390170,gondola,敞车；缆车；平底狭长小船,捷运,2025.12.09,2026-06-25
21390171,gradient post,坡度标,捷运,2025.12.09,2026-06-25
21390172,grinding machine,磨轨机,捷运,2025.12.09,2026-06-25
21390173,grounding,接地,捷运,2025.12.09,2026-06-25
21390174,guidance,指南；指引；指导,捷运,2025.12.09,2026-06-25
21390175,guide wheel,导引轮,捷运,2025.12.09,2026-06-25
21390176,hardware interface,硬体界面,捷运,2025.12.09,2026-06-25
21390177,hazard category,危险分类,捷运,2025.12.09,2026-06-25
21390178,head grouting,盾首灌浆,捷运,2025.12.09,2026-06-25
21390179,head hardened rail,硬头钢轨；头部热处理钢轨,捷运,2025.12.09,2026-06-25
21390180,head rod,前尖轨拉杆,捷运,2025.12.09,2026-06-25
21390181,head wall unit,前端墙单元,捷运,2025.12.09,2026-06-25
21390182,heavy rail rapid transit (HRRT),重轨捷运,捷运,2025.12.09,2026-06-25
21390183,high rail,外轨｛曲线｝,铁道,2026.06.22,2026-06-25
21390184,hopper car,斗车,捷运,2025.12.09,2026-06-25
21390185,hot dip galvanizing,热浸镀锌,捷运,2025.12.09,2026-06-25
21390186,human factor engineering,人因工程,捷运,2025.12.09,2026-06-25
21390187,initial acceptance inspection,初验,捷运,2025.12.09,2026-06-25
21390188,initial network,初期路网,捷运,2025.12.09,2026-06-25
21390189,inside rail,内轨,捷运,2025.12.09,2026-06-25
21390191,insulated rail joint (IRJ),钢轨绝缘接头,捷运,2025.12.09,2026-06-25
21390192,interface control,界面控制,捷运,2025.12.09,2026-06-25
21390193,interface management,介面管理,捷运,2025.12.09,2026-06-25
21390194,interface test,界面测试,捷运,2025.12.09,2026-06-25
21390195,invert,仰拱,捷运,2025.12.09,2026-06-25
21390196,irregular service,非常态服务｛运输｝,捷运,2026.06.22,2026-06-25
21390197,jitney,随停式运输,捷运,2025.12.09,2026-06-25
21390198,lead curve,导曲线,捷运,2025.12.09,2026-06-25
21390199,leaky coaxial cable (LCX),泄漏电缆,捷运,2025.12.09,2026-06-25
21390200,life cycle cost analysis,生命周期成本分析,捷运,2025.12.09,2026-06-25
21390201,Light rail transit (LRT),轻轨运输系统,捷运,2025.12.09,2026-06-25
21390202,line color,路线代表色,捷运,2025.12.09,2026-06-25
21390203,line controller,路线控制员｛行车控制｝,捷运,2026.06.22,2026-06-25
21390204,linear induction motor (LIM),线性感应马达,捷运,2025.12.09,2026-06-25
21390205,loop transit,环式运输,捷运,2025.12.09,2026-06-25
21390206,low rail,低轨,捷运,2025.12.09,2026-06-25
21390207,rail lubrication,钢轨润滑,捷运,2026.06.22,2026-06-25
21390208,magnetic encoded ticket,磁性车票,捷运,2025.12.09,2026-06-25
21390209,magnetic particle testing,磁粉探伤,捷运,2025.12.09,2026-06-25
21390210,maintainability,可维修性,捷运,2025.12.09,2026-06-25
21390211,maintainability demonstration,维修度展示,捷运,2025.12.09,2026-06-25
21390212,maintainability demonstration test,维修度示范测试,捷运,2025.12.09,2026-06-25
21390213,maintenance access,维修通道,捷运,2025.12.09,2026-06-25
21390214,maintenance workshop,维修机厂,捷运,2025.12.09,2026-06-25
21390215,manual mode,手动模式｛列车控制｝,捷运,2026.06.22,2026-06-25
21390216,married pair (MP),双车组,捷运,2025.12.09,2026-06-25
21390217,master key,万能钥匙,捷运,2025.12.09,2026-06-25
21390218,maximum allowable speed,最高容许速率,捷运,2025.12.09,2026-06-25
21390219,mean restoration time,平均复原时间,捷运,2025.12.09,2026-06-25
21390220,mean time to repair (MTTR),平均修复时间,捷运,2025.12.09,2026-06-25
21390221,medium-capacity rapid transit (MCRT),中运量捷运,捷运,2025.12.09,2026-06-25
21390222,mixed platform,混合式月台,捷运,2025.12.09,2026-06-25
21390223,mixed right-of-way,混合路权,捷运,2025.12.09,2026-06-25
21390224,monorail,单轨；单轨铁路,捷运,2025.12.09,2026-06-25
21390225,motor car,动力车{捷运},捷运,2025.12.09,2026-06-25
21390226,movable point frog,可动式岔心,捷运,2025.12.09,2026-06-25
21390227,negligible hazard,可忽略危害,捷运,2025.12.09,2026-06-25
21390228,network planning,路网规划,捷运,2025.12.09,2026-06-25
21390229,neutral temperature,零应力温度｛铺轨｝,捷运,2026.06.22,2026-06-25
21390230,nighttime safeguarded waiting zone,夜间安全等候区,捷运,2025.12.09,2026-06-25
21390231,obstruction detection,障碍物侦测,捷运,2025.12.09,2026-06-25
21390232,one-way ticket,单程票,捷运,2025.12.09,2026-06-25
21390234,on-train announcement system,列车广播系统,捷运,2025.12.09,2026-06-25
21390235,open gangway,开放式车间通道,捷运,2025.12.09,2026-06-25
21390236,operating hazard analysis,运作危险分析,捷运,2025.12.09,2026-06-25
21390237,operation mode,运行模式,捷运,2025.12.09,2026-06-25
21390238,operation pattern,营运型态,捷运,2025.12.09,2026-06-25
21390239,other track material (OTM),轨道杂项材料,捷运,2025.12.09,2026-06-25
21390240,overhaul,车辆大修,捷运,2025.12.09,2026-06-25
21390241,overhead catenary system,架空线供电系统,捷运,2025.12.09,2026-06-25
21390242,parental care toilet,亲子厕所,捷运,2025.12.09,2026-06-25
21390243,parking brake,驻车煞车,捷运,2025.12.09,2026-06-25
21390244,passenger agent 's office (PAO),旅客服务室,捷运,2025.12.09,2026-06-25
21390245,passive tilting train,被动式倾斜列车,捷运,2025.12.09,2026-06-25
21390246,peak-hour loading,尖峰小时承载量,捷运,2025.12.09,2026-06-25
21390247,performance level,功能位阶；功能等级,捷运,2025.12.09,2026-06-25
21390248,personal rapid transit (PRT),个人捷运,捷运,2025.12.09,2026-06-25
21390249,piston effect,活塞效应,捷运,2025.12.09,2026-06-25
21390250,plinth,混凝土基座｛铁道｝,捷运,2026.06.22,2026-06-25
21390251,plinth pad,基座版,捷运,2025.12.09,2026-06-25
21390252,portable hoisting jack,移动式起重机,捷运,2025.12.09,2026-06-25
21390253,power collector,集电靴,捷运,2025.12.09,2026-06-25
21390254,power remote control (PRC),电力遥控系统,捷运,2025.12.09,2026-06-25
21390255,power supply rail,供电轨,捷运,2025.12.09,2026-06-25
21390256,power supply system,供电系统,捷运,2025.12.09,2026-06-25
21390257,power supply unit (PSU),供电单元,捷运,2025.12.09,2026-06-25
21390258,powered car,动力车厢,捷运,2025.12.09,2026-06-25
21390259,precast concrete lining,预铸混凝土环片{隧道},捷运,2025.12.09,2026-06-25
21390260,preliminary inspection & testing for revenue service,初勘,捷运,2025.12.09,2026-06-25
21390261,premium rail,耐磨钢轨,捷运,2025.12.09,2026-06-25
21390262,preventive action,预防措施,捷运,2025.12.09,2026-06-25
21390263,preventive maintenance (PM),预防维修,捷运,2025.12.09,2026-06-25
21390264,programmed station stopping,程式化车站停车,捷运,2025.12.09,2026-06-25
21390265,public address (PA),广播系统,捷运,2025.12.09,2026-06-25
21390266,public transportation system,公共运输系统,捷运,2025.12.09,2026-06-25
21390267,rack railway,齿轨铁路,捷运,2025.12.09,2026-06-25
21390268,rail clip,钢轨扣夹,捷运,2025.12.09,2026-06-25
21390269,rail expansion joint,钢轨伸缩接头,捷运,2025.12.09,2026-06-25
21390270,rail fastener,钢轨扣件,捷运,2025.12.09,2026-06-25
21390271,rail field side,钢轨外侧,捷运,2025.12.09,2026-06-25
21390272,rail grinding,磨轨,捷运,2025.12.09,2026-06-25
21390273,rail insulation,轨道绝缘,捷运,2025.12.09,2026-06-25
21390274,rail lubricator,钢轨润滑装置,捷运,2025.12.09,2026-06-25
21390275,rail rapid transit (RRT),钢轨捷运系统,捷运,2025.12.09,2026-06-25
21390276,railcar,铁路车辆,捷运,2025.12.09,2026-06-25
21390277,rail-section gauge,轨条断面测定器,捷运,2025.12.09,2026-06-25
21390278,reception track,进场轨道；进厂轨道,捷运,2025.12.09,2026-06-25
21390279,refrigerator car,冷藏车,捷运,2025.12.09,2026-06-25
21390280,regional transit,区域运输,捷运,2025.12.09,2026-06-25
21390281,reserve fund,预备金,捷运,2025.12.09,2026-06-25
21390282,restricted manual mode (RM),限速手动模式,捷运,2025.12.09,2026-06-25
21390283,revenue service,收费营运,捷运,2025.12.09,2026-06-25
21390284,revenue service reliability demonstration test,收费营运可靠度展现测试,捷运,2025.12.09,2026-06-25
21390285,revenue service simulation test,收费营运模拟测试,捷运,2025.12.09,2026-06-25
21390286,riding index,乘车舒适指数,捷运,2026.06.22,2026-06-25
21390287,road-rail vehicle,公铁路两用车,捷运,2025.12.09,2026-06-25
21390288,route assignment,路线指派,捷运,2025.12.09,2026-06-25
21390289,rubber-tired rapid transit (RTRT),胶轮式捷运,捷运,2025.12.09,2026-06-25
21390290,safety speed,安全速率,捷运,2025.12.09,2026-06-25
21390291,seating capacity,座位数,捷运,2025.12.09,2026-06-25
21390292,sectional service,区间营运,捷运,2025.12.09,2026-06-25
21390293,semi-permanent coupler,半永久联结器,捷运,2025.12.09,2026-06-25
21390294,semirapid transit,半捷运,捷运,2025.12.09,2026-06-25
21390295,service wagon,工作台车,捷运,2025.12.09,2026-06-25
21390296,shim,填隙用木片或铁片,捷运,2025.12.09,2026-06-25
21390297,short-haul transit,短程运输,捷运,2025.12.09,2026-06-25
21390298,shuttle transit,往返运输；接驳运输,捷运,2025.12.09,2026-06-25
21390299,side concourse,侧式穿堂,捷运,2025.12.09,2026-06-25
21390300,sidewalk,人行道,捷运,2025.12.09,2026-06-25
21390301,single unit,单车组{捷运},捷运,2025.12.09,2026-06-25
21390302,skip-stop service,跳站式停车服务,捷运,2025.12.09,2026-06-25
21390303,sliding door,滑动门,捷运,2025.12.09,2026-06-25
21390304,sliding door status indication,滑动门状态指示,捷运,2025.12.09,2026-06-25
21390305,special service,特别服务,捷运,2025.12.09,2026-06-25
21390306,special track,特殊轨,捷运,2025.12.09,2026-06-25
21390307,speed sensor,速率感应器；测速器,捷运,2025.12.09,2026-06-25
21390308,spur,安全侧线{捷运},捷运,2025.12.09,2026-06-25
21390309,stabling track,驻车轨,捷运,2025.12.09,2026-06-25
21390310,stabling yard,储车场,捷运,2025.12.09,2026-06-25
21390311,staging planning,分期规划,捷运,2025.12.09,2026-06-25
21390313,static envelope,静态包络线,捷运,2025.12.09,2026-06-25
21390314,station connection,车站连通,捷运,2025.12.09,2026-06-25
21390315,station substation (SSS),车站变电站,捷运,2025.12.09,2026-06-25
21390316,station volume,车站旅运量,捷运,2025.12.09,2026-06-25
21390317,steerable bogie,自导式转向架,捷运,2025.12.09,2026-06-25
21390318,stray current collector,杂散电流收集器,捷运,2025.12.09,2026-06-25
21390319,street transit,路面公共运输,捷运,2025.12.09,2026-06-25
21390320,streetcar,有轨电车；街车；路面电车,捷运,2025.12.09,2026-06-25
21390321,"structural, electrical and mechanical/combined service drawing (SEM/CSD)",土建机电图,捷运,2026.06.22,2026-06-25
21390322,swing nose frog,可动式岔心,捷运,2025.12.09,2026-06-25
21390323,switch lever,转辙器扳手,捷运,2025.12.09,2026-06-25
21390324,system hazard analysis,系统危害分析,捷运,2025.12.09,2026-06-25
21390325,system integration test,系统整合测试,捷运,2025.12.09,2026-06-25
21390326,system safety program plan (SSPP),系统安全计划书,捷运,2025.12.09,2026-06-25
21390327,tamping machine,砸道机,捷运,2025.12.09,2026-06-25
21390328,ticket reader,读票机,捷运,2025.12.09,2026-06-25
21390329,track maintenance vehicle,轨道维修车辆,捷运,2025.12.09,2026-06-25
21390330,trackwork,轨道工作,捷运,2025.12.09,2026-06-25
21390331,traction earth system,牵引接地系统{杂散电流收集系统},捷运,2025.12.09,2026-06-25
21390332,traffic control communication system,行车控制通讯系统,捷运,2025.12.09,2026-06-25
21390333,trailer car,拖车{铁路},捷运,2025.12.09,2026-06-25
21390334,train crew room,列车组员休息室,捷运,2025.12.09,2026-06-25
21390335,train direction,车行方向,捷运,2025.12.09,2026-06-25
21390336,train loading,列车承载量,捷运,2025.12.09,2026-06-25
21390337,train registry system,列车注册系统,捷运,2025.12.09,2026-06-25
21390338,train stop marker,列车停车标,捷运,2025.12.09,2026-06-25
21390339,train washer,列车清洗机,捷运,2025.12.09,2026-06-25
21390340,training track,训练用轨道,捷运,2025.12.09,2026-06-25
21390341,transition section,渐变断面；过渡段,捷运,2025.12.09,2026-06-25
21390342,trolley pole,集电杆,捷运,2025.12.09,2026-06-25
21390343,tunnel lining,隧道衬砌,捷运,2025.12.09,2026-06-25
21390344,tunnel ventilation fan,隧道通风机,捷运,2025.12.09,2026-06-25
21390345,turnback time,调头时间；换向时间,捷运,2025.12.09,2026-06-25
21390346,ultrasonic testing,超音波测试；超音波探伤{钢轨},捷运,2025.12.09,2026-06-25
21390347,under platform exhaust system,月台下方排风系统,捷运,2025.12.09,2026-06-25
21390348,unmanned operation,无人运作,捷运,2025.12.09,2026-06-25
21390349,watertight door,水密门,捷运,2025.12.09,2026-06-25
21390350,wheel lathe,轮弧车床,捷运,2025.12.09,2026-06-25
21390351,wheel lathing,车轮旋削,捷运,2025.12.09,2026-06-25
21390352,wheel slide,车轮打滑,捷运,2025.12.09,2026-06-25
21390353,wheel stop,阻轮器；止轮器；轮挡,捷运,2025.12.09,2026-06-25
21390354,zonal service,分区服务｛运输｝,捷运,2026.06.22,2026-06-25
21390355,absolute signal,绝对号志,铁路,2025.12.09,2026-06-25
21390357,acceleration force,加速力,铁路,2025.12.09,2026-06-25
21390358,acceleration force curve,加速力曲线,铁路,2025.12.09,2026-06-25
21390359,acceleration resistance,加速阻力；加速度阻力,铁路,2025.12.09,2026-06-25
21390360,adhesion coefficient,黏著系数,铁路,2025.12.09,2026-06-25
21390361,adhesion railway,黏著式铁路,铁路,2025.12.09,2026-06-25
21390362,adhesion tractive force,黏著牵引力,铁路,2025.12.09,2026-06-25
21390363,air resistance,空气阻力,铁路,2025.12.09,2026-06-25
21390364,air spring,空气弹簧,铁路,2025.12.09,2026-06-25
21390365,alignment,定线；线形,铁路,2025.12.09,2026-06-25
21390366,alternate joint,错开式接头,铁路,2025.12.09,2026-06-25
21390367,annual passing tonnage,年通过吨数,铁路,2025.12.09,2026-06-25
21390368,anti-creeper,防爬器｛钢轨｝,铁路,2026.06.22,2026-06-25
21390369,anti-derailment guard rail,防脱护轨,铁路,2026.06.22,2026-06-25
21390370,approach indicator,接近指示器｛铁道｝,铁路,2026.06.22,2026-06-25
21390371,approach lock,进路锁定,铁路,2025.12.09,2026-06-25
21390372,arrival and departure track,到开线,铁路,2025.12.09,2026-06-25
21390373,arrival station,到达站,铁路,2025.12.09,2026-06-25
21390374,aspect,号志时相{铁路}；坡向{地形},铁路,2025.12.09,2026-06-25
21390375,at-grade station,地面站,铁路,2025.12.09,2026-06-25
21390376,audio-frequency track circuit,音频轨道电路,铁路,2025.12.09,2026-06-25
21390377,automated guided transit (AGT),自动导引捷运,铁路,2025.12.09,2026-06-25
21390378,automatic block system (ABS),自动闭塞制,铁路,2025.12.09,2026-06-25
21390379,automatic fare collection system,自动收费系统,铁路,2025.12.09,2026-06-25
21390380,automatic gate (AG),自动验票闸门,铁路,2025.12.09,2026-06-25
21390381,automatic route setting system (ARS),自动路线设定系统,铁路,2025.12.09,2026-06-25
21390382,automatic ticket machine,自动售票机,铁路,2025.12.09,2026-06-25
21390383,automatic train control (ATC),列车自动控制,铁路,2025.12.09,2026-06-25
21390384,automatic train operation device (ATO),自动列车运转装置,铁路,2025.12.09,2026-06-25
21390385,automatic train protection (ATP),列车自动保护,铁路,2025.12.09,2026-06-25
21390386,automatic train regulation (ATR),自动列车调整,铁路,2025.12.09,2026-06-25
21390387,automatic train stop (ATS),列车自动停车,铁路,2025.12.09,2026-06-25
21390388,auxiliary line,辅助路线,铁路,2025.12.09,2026-06-25
21390389,average speed,平均速率,铁路,2025.12.09,2026-06-25
21390390,axle,车轴,铁路,2025.12.09,2026-06-25
21390391,axle box,轴箱,铁路,2025.12.09,2026-06-25
21390392,axle counter,计轴器,铁路,2025.12.09,2026-06-25
21390393,axle load,轴重,铁路,2025.12.09,2026-06-25
21390394,backward,退行运转,铁路,2025.12.09,2026-06-25
21390395,balanced speed,均衡速率,铁路,2025.12.09,2026-06-25
21390396,balise,地上感应器,铁路,2025.12.09,2026-06-25
21390397,ballast bed,道碴道床,铁路,2025.12.09,2026-06-25
21390398,ballast depth,道碴厚度,铁路,2025.12.09,2026-06-25
21390399,ballast mat,道碴垫,铁路,2025.12.09,2026-06-25
21390400,ballastless bed,无道碴道床,铁路,2025.12.09,2026-06-25
21390401,barrier-free elevator,无障碍电梯,铁路,2025.12.09,2026-06-25
21390402,barrier-free environment,无障碍环境,铁路,2025.12.09,2026-06-25
21390403,barrier-free facilities,无障碍设施,铁路,2025.12.09,2026-06-25
21390404,barrier-free ramp,无障碍坡道,铁路,2025.12.09,2026-06-25
21390405,basic transport plan,基本运输计划,铁路,2025.12.09,2026-06-25
21390406,bicycle rider rest area,自行车骑士休息区,铁路,2025.12.09,2026-06-25
21390407,bicycle supply station,自行车补给站,铁路,2025.12.09,2026-06-25
21390408,bi-direction operation,双向运转,铁路,2025.12.09,2026-06-25
21390409,block,闭塞区间｛铁路｝；图块{CAD}；街廓,铁路,2025.12.09,2026-06-25
21390410,bogie,转向架,铁路,2025.12.09,2026-06-25
21390411,bogie frame,转向架框,铁路,2025.12.09,2026-06-25
21390412,bogie pivot,转向架中心盘,铁路,2025.12.09,2026-06-25
21390413,bogie turntable,转向架转盘,铁路,2025.12.09,2026-06-25
21390414,brake,煞车；紧轫；制动,铁路,2025.12.09,2026-06-25
21390415,brake model,煞车模式,铁路,2025.12.09,2026-06-25
21390416,brake performance curve,煞车性能曲线,铁路,2025.12.09,2026-06-25
21390417,brake ratio,制动率,铁路,2025.12.09,2026-06-25
21390418,brake system,煞车系统；制轫系统,铁路,2025.12.09,2026-06-25
21390419,brake test equipment,煞车测试设备,铁路,2025.12.09,2026-06-25
21390420,brake van track,守车线,铁路,2025.12.09,2026-06-25
21390421,braking efficiency,制动效率；煞车效率,铁路,2025.12.09,2026-06-25
21390422,braking force,制动力；煞车力；紧轫力{制轫力},铁路,2025.12.09,2026-06-25
21390423,braking time,煞车时间,铁路,2025.12.09,2026-06-25
21390424,branch line,支线,铁路,2025.12.09,2026-06-25
21390425,buffer stop,止冲挡,铁路,2025.12.09,2026-06-25
21390426,bulk supply substation (BSS),主变电站,铁路,2025.12.09,2026-06-25
21390427,business line,营业线,铁路,2025.12.09,2026-06-25
21390428,cab signal,车载号志,铁路,2025.12.09,2026-06-25
21390429,cab signal block system,车载号志闭塞制,铁路,2025.12.09,2026-06-25
21390430,cant,斜倾,铁路,2025.12.09,2026-06-25
21390431,cant deficiency,超高不足；超高不足量,铁路,2026.06.22,2026-06-25
21390432,cant diminishing,超高递减,铁路,2025.12.09,2026-06-25
21390433,car body,车体,铁路,2025.12.09,2026-06-25
